doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,id,custom_id,source_file,source_relpath,L1_label,L1_reasoning,L1_error,L2_labels,L2_reasoning,L2_error,L1_run1,L2_run1,L1_run2,L2_run2,L1_run3,L2_run3,_min_jaccard_L2
_6902ad7fe6f1,_6902ad7fe6f1_u001,"他表示,如果他當選,會跟台灣社會、美中保證,不會往台獨方向走,也不會接受武力統一。",claim,"柯文哲自認最沒包袱:沒九二共識限制也沒台獨黨綱 2023/12/6 10:49 (12/6 11:15 更新) (中央社記者郭建伸台北6日電)民眾黨總統參選人柯文哲表示,他是3名總統參選人中最沒有包袱,沒有被九二共識限制過,民眾黨也沒有台獨黨綱。","柯文哲昨天深夜透過臉書表示,不僅要有嚇阻(Deterrence),更要有保證,他認同總統蔡英文最近提到,「戰爭不是選項,台灣人要選擇有尊嚴的和平」,但也反問該怎麼做。",[],[],False,,490c251849355b9c6a02a6e7f9f5cf8c,False,01_Ho_chinatimes_news,2023-12-06 10:49:00,"他表示,如果他當選,會跟台灣社會、美中保證,不會往台獨方向走,也不會接受武力統一。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,False,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,6498,req_a8eaa60700d64076ba5e235c891fd4e0,merged_deduped.csv,merged_deduped.csv,L1-03,兩岸安全立場與戰爭威脅，排除一般政策,,L2-01|L2-05,台獨/武力統一→主權與國家地位議題→L2-01；向台灣社會、美中保證和平路線→共同威脅管理（戰爭/武統風險）→L2-05,,L1-03,L2-01|L2-05,L1-03,L2-01|L2-05,L1-03,L2-01|L2-05,1.0
_844f084413fa,_844f084413fa_u000,"外媒:賴清德當選總統 顯示台灣選民不畏中國威嚇 2024/1/13 22:47 (2025/3/27 15:59 更新) (中央社台北13日綜合外電報導)台灣總統大選結果由代表民主進步黨參選的副總統賴清德勝出,民進黨將繼續執政。",context,,"「紐約時報」(The New York Times)以「台灣選出賴清德為總統 北京受挫」(In a Setback for Beijing, Taiwan Elects Lai Ching-te as President)為標題報導,對台灣許多選民來說,這次總統大選焦點在於兩岸關係日益緊張對峙之際,該由誰來領導台灣。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,b6b940e9329482b930db1610c38cb135,False,02_Ke_chinatimes_news,2024-01-13 22:47:00,"外媒:賴清德當選總統 顯示台灣選民不畏中國威嚇 2024/1/13 22:47 (2025/3/27 15:59 更新) (中央社台北13日綜合外電報導)台灣總統大選結果由代表民主進步黨參選的副總統賴清德勝出,民進黨將繼續執政。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,16060,req_2e58023e740a4c1c883de027d49af366,merged_deduped.csv,merged_deduped.csv,L1-03,中國威嚇與台灣安全對峙→安全,,L2-01|L2-05,不畏中國威嚇→L2-05；總統大選結果/繼續執政→L2-01,,L1-03,L2-05|L2-06,L1-03,L2-05|L2-06|L2-08,L1-03,L2-03|L2-05|L2-08,0.25
_2ac023930dab,_2ac023930dab_u026,"台銘此次参加代表國民黨初選徵召競選活動,提出的競選理念主軸是「和平」、「繁榮」、「清廉」,而「和平」最重要,因為經濟繁榮、政府清廉能為人民帶來幸福,都必須建立在兩岸穩固的「和平」基礎上。",context,你們是全台灣人民過去得以安居樂業、國泰民安、經濟增長、科技發展⋯⋯的恩人。,"執政的民進黨,從總統到主席到立委到主要幹部,天天強調地反覆質問:「現在誰對台灣最有敵意?」、「誰天天派軍機、軍艦繞台,進行軍事演習?」、「誰讓台灣變成世界上最危險最兵凶戰危之地?」、「誰讓世界上所有到台灣來投資與進行經濟活動的國際經貿、科技等都受到影響?」。","[{""name"": ""國民黨"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,c79a2d8dab5753ec96e02a583bdaed9d,False,02_Ke_chinatimes_news,2023-05-13 12:31:00,"台銘此次参加代表國民黨初選徵召競選活動,提出的競選理念主軸是「和平」、「繁榮」、「清廉」,而「和平」最重要,因為經濟繁榮、政府清廉能為人民帶來幸福,都必須建立在兩岸穩固的「和平」基礎上。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.6051187515258789,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,17571,req_070f67592e854a32b249311d7eb292dc,merged_deduped.csv,merged_deduped.csv,L1-03,兩岸和平與安全威脅，排除單純政策管理,,L2-05|L2-07,兩岸穩固和平基礎→L2-05；競選理念主軸、為人民帶來幸福→L2-07,,L1-03,L2-05|L2-07,L1-03,L2-05|L2-07,L1-03,L2-05|L2-07,1.0
_52e719f8b0f9,_52e719f8b0f9_u005,"羅秉成表示,行政院在2021年1月21日院會決定暫緩換發新式身分證計畫,待凝聚社會共識,並研議完備法制及相關政策配套後再推動。",claim,"羅秉成指出,面對境外對台灣的資安攻擊日烈,而民眾對個人資料保護要求更高,相關學者專家、公民團體及立法委員也提出許多意見,尤其憂心來自境外敵對勢力各種資安攻擊的威脅滲透,並倡議需先建立個資保護的獨立監督機制等配套,亟須審慎評估推動這項政策。","透過 Google News 羅秉成表示,為符合憲法法庭判決的要求,並加強保護民眾個資,政府現已規劃成立獨立個資保護專責機關,並提出個資法修正草案函請立法院審議中;",[],"[""院會|procedure""]",True,,45bc3df200db96bdec6102bb503a479b,False,03_Lai_chinatimes_news,2023-05-08 16:48:00,"羅秉成表示,行政院在2021年1月21日院會決定暫緩換發新式身分證計畫,待凝聚社會共識,並研議完備法制及相關政策配套後再推動。",True,institution_only,True,gate: core_election,True,KEEP,1.0,KEEP,1.0,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,6206,req_577aa86a51734e5b9706b1ae8bc3a0d8,merged_deduped.csv,merged_deduped.csv,L1-06,討論身分證政策時程與配套，屬政府管理，非安全本身,,L2-07,國家政策推動、社會共識→L2-07（願景與程序動員）,,L1-06,,L1-06,,L1-06,L2-07,0.0
_3f2652d2fef5,_3f2652d2fef5_u004,"根據中選會資料,1996年大選,除前總統李登輝代表國民黨參選,前總統府資政彭明敏代表民進黨參選,泛藍陣營另有兩組人馬獨立參選,分別是「林洋港、郝柏村」與「陳履安、王清峰」,最後李登輝囊括54%高票,林洋港、陳履安各拿下14.9%、9.98%選票。",context,"法定連署門檻為最近一次總統大選選舉人總數1.5%,2020年總統選舉共1931萬1105選舉人數,因此合格連署書至少需達28萬9667份才可登記。","2000年,親民黨主席宋楚瑜拿下36.84%高票,創造迄今以連署參選者的最高得票率,該屆因泛藍分裂,民進黨推出的陳水扁當選,締造首度政黨輪替。","[{""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,677e9e01874646e4fde8d3323d17d67c,False,01_Ho_chinatimes_news,2023-08-28 14:39:00,"根據中選會資料,1996年大選,除前總統李登輝代表國民黨參選,前總統府資政彭明敏代表民進黨參選,泛藍陣營另有兩組人馬獨立參選,分別是「林洋港、郝柏村」與「陳履安、王清峰」,最後李登輝囊括54%高票,林洋港、陳履安各拿下14.9%、9.98%選票。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,9084,req_819ad264c2b84518b7d9c135174b6c55,merged_deduped.csv,merged_deduped.csv,L1-06,單純選舉史實與得票數據，屬制度面敘述,,,1996年大選、得票率為歷史事實陳述，無當下政治論證或價值評價→不觸發各L2,,L1-06,L2-04,L1-06,,L1-06,L2-04,0.0
_259b60511d59,_259b60511d59_u012,"第二,矢板明夫認為,台灣的新政權會和北京頻頻眉來眼去,按照對岸的邏輯,去表述、應對各種國際事務。",claim,"台灣的企業、媒體、軍隊將會在很短的時間內被滲透得千瘡百孔,台灣將失去自我保衛的能力。","矢板明夫直言,新政權還會大肆宣傳疑美論、疑日論,和國際社會的民主自由陣營漸行漸遠。",[],[],False,,60c282b9a38cdf2beee4f968e2870a23,False,01_Ho_ltn_news,2023/4/14 0:02,"第二,矢板明夫認為,台灣的新政權會和北京頻頻眉來眼去,按照對岸的邏輯,去表述、應對各種國際事務。",True,institution_only,False,,False,KEEP,0.595907211,,,False,REVIEW,01_news_datasets/01_Ho_ltn_news_units.csv,1,,8499,req_57ea821f834c49279b48c4e962fd40bb,merged_deduped.csv,merged_deduped.csv,L1-03,兩岸與國際事務中的主權與安全威脅,,L2-02|L2-05,新政權依附北京邏輯處理國際事務→他者威脅L2-05；與北京靠攏、遠離他方→差異與陣營邊界L2-02,,L1-03,L2-02|L2-03|L2-05,L1-03,L2-02|L2-05,L1-03,L2-02|L2-05,0.6666666666666666
_b91ac3bf775c,_b91ac3bf775c_u014,"賴清德表示,這次非常特別的、徵召基層里長莊銘淵,莊銘淵連任4任的里長,贏得地方肯定,也許在最艱困的選區需要一個工兵一般的里長,才有辦法打破這個高築幾十年的城池,他寄予厚望。",claim,"賴清德說,這次有民進黨國際部主任、年輕具有國際視野的謝佩芬;","謝佩芬說,4年前她接受徵召投入大安,當時得票率與選票數創下歷史新高,這次轉戰同樣艱困的中山北松山選區,身為民進黨的發言人,她沒有選擇戰場的權利,這其中,她的哈佛學長賴清德給了她莫大的鼓勵與勇氣,最艱困的選區需要最勇於承擔的一級戰將,她會全力以赴。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,e708b9a6cb57184bafe005d37d082d8f,False,03_Lai_chinatimes_news,2023-07-12 17:14:00,"賴清德表示,這次非常特別的、徵召基層里長莊銘淵,莊銘淵連任4任的里長,贏得地方肯定,也許在最艱困的選區需要一個工兵一般的里長,才有辦法打破這個高築幾十年的城池,他寄予厚望。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4317478537559509,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,20392,req_1b120713105f450b9993e0b9f9c164b0,merged_deduped.csv,merged_deduped.csv,L1-07,競選動員與人事讚譽，無政策/道德/安全,,L2-07,艱困選區、打破高築城池→隱含行動動員→L2-07,,L1-07,L2-07,L1-07,L2-05|L2-07,L1-07,L2-07,0.5
_9e4eef8cbd19,_9e4eef8cbd19_u012,"吳崢競選團隊、民進黨新北市議員張維倩、張嘉玲等,上台向所有的支持者鞠躬致意、感謝。",claim,"民進黨候選人吳崢表示,遺憾無法持續承接現任立委江永昌的席次,讓支持者期待落空;","吳崢說,新的國會面臨挑戰,希望大家繼續相挺台灣,也期待新當選立委的張智倫一起關心中和的發展。","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,97d7b5910f855b41a53284c9f566a4e4,False,02_Ke_chinatimes_news,2024-01-13 22:14:00,"吳崢競選團隊、民進黨新北市議員張維倩、張嘉玲等,上台向所有的支持者鞠躬致意、感謝。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.4022573232650757,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,13352,req_7894e6957a9243be9d3e5f54440b9ae9,merged_deduped.csv,merged_deduped.csv,L1-07,敗選感謝場面描寫，無政策/道德/議題,,L2-07,感謝支持者、選後場合→隱含團結與持續支持動員→L2-07,,L1-07,,L1-07,,L1-07,,1.0
_817762e5f4b1,_817762e5f4b1_u001,原住民身分法第2條違憲須修法。,context,"西拉雅族正名行政訴訟案 法院判決駁回 2023/5/11 18:20 (5/11 19:10 更新) (中央社記者劉世怡台北11日電)萬淑娟等人申請登記為西拉雅族的平地原住民,不服原民會否准,提起行政訴訟。","西拉雅族為推動正名、爭取原住民身分而提起行政訴訟,副總統賴清德在台南市長任內於民國104年還曾為此北上向台北高等行政法院遞狀、提起行政訴訟。",[],[],False,,daf91d741e28fadc5b0e8ce311d81267,False,03_Lai_chinatimes_news,2023-05-11 18:20:00,原住民身分法第2條違憲須修法。,True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.1973221004009246,KEEP,0.2785688042640686,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,19320,req_f09a0565303d41ab9685608e6bbf69d9,merged_deduped.csv,merged_deduped.csv,L1-06,批評法律違憲需修法，主題=制度設計，非平權敘事,,L2-01,原住民身分法違憲須修法→以憲法規範調整身分界定，涉國家法制與共同體邊界→L2-01,,L1-06,,L1-06,,L1-06,L2-01,0.0
_479ff0d673d1,_479ff0d673d1_u007,"旗海飄揚、艷麗動人,也讓路過民眾驚呼:「數大就是美」、「中華民國,不必分顏色」、「國旗在民主聖地台南」、「中華民國在台灣」。",context,"南市文化局說,由於水交社原眷戶提議,以前在眷村時期,雙十節都會有國旗佈置,希望復刻過去國慶懷舊景象,因此規劃國旗佈置,而該處正好是眷村公園廣場,也是大家聚集活動的地方,主要布置在廣場,加上周邊懸掛超過5百面國旗。",,[],"[""國旗|symbol""]",False,,67715a749943c1f3a2d6ec1c5e7899d5,False,03_Lai_ltn_news,2023-10-07 00:21:12,"旗海飄揚、艷麗動人,也讓路過民眾驚呼:「數大就是美」、「中華民國,不必分顏色」、「國旗在民主聖地台南」、「中華民國在台灣」。",True,institution_only,False,,False,KEEP,0.4462270438671112,,,True,REVIEW,01_news_datasets/03_Lai_ltn_news_units.csv,1,,9080,req_b464d9d06fe348fb8158929015ffc2c4,merged_deduped.csv,merged_deduped.csv,L1-07,以情緒讚嘆與認同表達為主，非政策或道德論證,,L2-01|L2-06|L2-08,國旗意象+中華民國在台灣→L2-01；民主聖地台南→L2-08；懷舊國慶景象與國旗美感→L2-06,,L1-07,L2-01|L2-06|L2-08,L1-07,L2-01|L2-06|L2-08,L1-07,L2-01|L2-06|L2-08,1.0
总统辩论_e76e2f37b3f6,总统辩论_e76e2f37b3f6_u1062,能源稳定堪忧。,context,柯文哲: 医疗质量堪虑 健保岌岌可危。,"柯文哲: 回来明年一月三号我要请所有相信理性务实科学,相信民意,专业价值。",[],[],False,,e3030899a54a4f772c50f8ab4aee3a91,False,总统辩论,,能源稳定堪忧。,True,institution_only,True,gate: strong_anchor,False,REVIEW,0.227667451,KEEP,0.579615176,False,KEEP,02_conference_datasets/Debate_President_units.csv,3,,20011,req_c8369571352a4e44a4479aa884303684,merged_deduped.csv,merged_deduped.csv,L1-01,談能源供應風險，屬經濟與民生基礎,,L2-05,「能源穩定堪憂」→渲染國家層級風險→L2-05,,L1-01,L2-05,L1-01,L2-05,L1-01,L2-05,1.0
