doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,debate_short_review,_source_file,_corpus_tier
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u015,"我们增加了三成的公共建设预算,投资三大方案的政策继续在做,让我们整体的国力持续提升。",context,"台湾逐渐站稳在全球供应链的关键角色,而且举足轻重、不可替代。","也因为过去几年台湾经济不错,所以我们全体国人,同胞也分享经济成长的果实包含发放三倍券、五倍券,也帮大家加薪,减税,增加幼托、长照的福利,减轻人民的负担,稳定民生物价。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,1905fd3e82ddfabc52c7474eae11c36c,FALSE,副总统辩论,,"我们增加了三成的公共建设预算,投资三大方案的政策继续在做,让我们整体的国力持续提升。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.280257672,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u016,"也因为过去几年台湾经济不错,所以我们全体国人,同胞也分享经济成长的果实包含发放三倍券、五倍券,也帮大家加薪,减税,增加幼托、长照的福利,减轻人民的负担,稳定民生物价。",context,"我们增加了三成的公共建设预算,投资三大方案的政策继续在做,让我们整体的国力持续提升。","威权势力的扩张、美中之间的竞争、俄乌战争所带来的国际局势的变化,让许多国家在变动中也在找寻因应之道。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,f9a1c6f57bcd9c1994e6e8687d94d985,FALSE,副总统辩论,,"也因为过去几年台湾经济不错,所以我们全体国人,同胞也分享经济成长的果实包含发放三倍券、五倍券,也帮大家加薪,减税,增加幼托、长照的福利,减轻人民的负担,稳定民生物价。",TRUE,institution_only,TRUE,gate: 5 inst terms,FALSE,KEEP,0.568892896,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u018,"威权势力的扩张、美中之间的竞争、俄乌战争所带来的国际局势的变化,让许多国家在变动中也在找寻因应之道。",context,"也因为过去几年台湾经济不错,所以我们全体国人,同胞也分享经济成长的果实包含发放三倍券、五倍券,也帮大家加薪,减税,增加幼托、长照的福利,减轻人民的负担,稳定民生物价。","面对地缘政治的动荡,台湾努力和理念相近的国家发展关系,在两岸关系维持稳定,和平的现状。","[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]",[],FALSE,,11f0f0b1fa6f4f96607bbecedde3d745,FALSE,副总统辩论,,"威权势力的扩张、美中之间的竞争、俄乌战争所带来的国际局势的变化,让许多国家在变动中也在找寻因应之道。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.42555657,,,FALSE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u019,"面对地缘政治的动荡,台湾努力和理念相近的国家发展关系,在两岸关系维持稳定,和平的现状。",context,"威权势力的扩张、美中之间的竞争、俄乌战争所带来的国际局势的变化,让许多国家在变动中也在找寻因应之道。",这是两岸人民以及国际社会对于台湾所期待的最大公约数。,"[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]","[""两岸|cross-strait""]",FALSE,,72ab20b46e036834b0e52289f2c3c956,FALSE,副总统辩论,,"面对地缘政治的动荡,台湾努力和理念相近的国家发展关系,在两岸关系维持稳定,和平的现状。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.616137147,,,TRUE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u020,这是两岸人民以及国际社会对于台湾所期待的最大公约数。,context,"面对地缘政治的动荡,台湾努力和理念相近的国家发展关系,在两岸关系维持稳定,和平的现状。",这也是八年来蔡英文总统被国际社会所信赖的路线。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]","[""两岸|cross-strait""]",FALSE,,2cb8a3bda94b0b873cff940236b60d76,FALSE,副总统辩论,,这是两岸人民以及国际社会对于台湾所期待的最大公约数。,TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,KEEP,0.603771687,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u022,这也是八年来蔡英文总统被国际社会所信赖的路线。,context,这是两岸人民以及国际社会对于台湾所期待的最大公约数。,"这样的立场不仅让我们赢得国际的信任在 2024 年的现在确保台海稳定的现状,更成为国际社会重要的共识。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,a028854dd3f6f8e812701d5c425de3a4,FALSE,副总统辩论,,这也是八年来蔡英文总统被国际社会所信赖的路线。,TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.457681447,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u023,"这样的立场不仅让我们赢得国际的信任在 2024 年的现在确保台海稳定的现状,更成为国际社会重要的共识。",context,这也是八年来蔡英文总统被国际社会所信赖的路线。,"面对这些挑战蔡英文除了争取更多国际间双边合作的机会,也扩大办理全球合作训练架构,GCTF 透过美,日,澳等理念,相近国共同合作的平台针对气候韧性, 防灾,减灾, 公共卫生,跨境打击犯罪, 数字治理等诸多议题建立有效的交流机会。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,d5eab898e1633deba730ac23619bc128,FALSE,副总统辩论,,"这样的立场不仅让我们赢得国际的信任在 2024 年的现在确保台海稳定的现状,更成为国际社会重要的共识。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,KEEP,0.498717785,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u027,"面对这些挑战蔡英文除了争取更多国际间双边合作的机会,也扩大办理全球合作训练架构,GCTF 透过美,日,澳等理念,相近国共同合作的平台针对气候韧性, 防灾,减灾, 公共卫生,跨境打击犯罪, 数字治理等诸多议题建立有效的交流机会。",context,"这样的立场不仅让我们赢得国际的信任在 2024 年的现在确保台海稳定的现状,更成为国际社会重要的共识。","我们的副总统在未来应该要有国际观,要有世界观,要有面对世界的智慧与能力,成为国际所信任的合作对象。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,2eb4cab2326f33d0a63cc7f2499099a4,FALSE,副总统辩论,,"面对这些挑战蔡英文除了争取更多国际间双边合作的机会,也扩大办理全球合作训练架构,GCTF 透过美,日,澳等理念,相近国共同合作的平台针对气候韧性, 防灾,减灾, 公共卫生,跨境打击犯罪, 数字治理等诸多议题建立有效的交流机会。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,KEEP,0.423316419,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u029,"我们的副总统在未来应该要有国际观,要有世界观,要有面对世界的智慧与能力,成为国际所信任的合作对象。",context,"面对这些挑战蔡英文除了争取更多国际间双边合作的机会,也扩大办理全球合作训练架构,GCTF 透过美,日,澳等理念,相近国共同合作的平台针对气候韧性, 防灾,减灾, 公共卫生,跨境打击犯罪, 数字治理等诸多议题建立有效的交流机会。",这几年的经济成长居四小龙之首。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,bef949c715d95ee00831cb6fba20ceb6,FALSE,副总统辩论,,"我们的副总统在未来应该要有国际观,要有世界观,要有面对世界的智慧与能力,成为国际所信任的合作对象。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.560592532,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u038,这几年的经济成长居四小龙之首。,context,"我们的副总统在未来应该要有国际观,要有世界观,要有面对世界的智慧与能力,成为国际所信任的合作对象。","而且无论是幼儿照顾或长辈的长照资源,都成长了好几倍。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,3249e1168c3d1cadde3d90347250f554,FALSE,副总统辩论,,这几年的经济成长居四小龙之首。,TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.317942619,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u040,"而且无论是幼儿照顾或长辈的长照资源,都成长了好几倍。",context,这几年的经济成长居四小龙之首。,各项的国际评比都显示台湾的竞争力不断的上升当中。,"[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]",[],FALSE,,bdc4210522eeb193d3bdc6032f0732d5,FALSE,副总统辩论,,"而且无论是幼儿照顾或长辈的长照资源,都成长了好几倍。",TRUE,institution_only,FALSE,,FALSE,DROP,0.195500255,DROP,-0.114566565,FALSE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u042,各项的国际评比都显示台湾的竞争力不断的上升当中。,context,"而且无论是幼儿照顾或长辈的长照资源,都成长了好几倍。",无论是台商回台投资或是外资看好台湾来台投资在蔡英文总统任内都屡创新高。,"[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]",[],FALSE,,468e9a92d3121591ba4ba97800df6e40,FALSE,副总统辩论,,各项的国际评比都显示台湾的竞争力不断的上升当中。,TRUE,institution_only,FALSE,,FALSE,KEEP,0.454498589,,,FALSE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u043,无论是台商回台投资或是外资看好台湾来台投资在蔡英文总统任内都屡创新高。,context,各项的国际评比都显示台湾的竞争力不断的上升当中。,民进党就是比国民党会治国更会照顾人民更会拼经济。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,b3cb435f88966b950d6ecfd048af0380,FALSE,副总统辩论,,无论是台商回台投资或是外资看好台湾来台投资在蔡英文总统任内都屡创新高。,TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.581242025,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u045,民进党就是比国民党会治国更会照顾人民更会拼经济。,context,无论是台商回台投资或是外资看好台湾来台投资在蔡英文总统任内都屡创新高。,"当然 台湾整体亮眼的经济成长中,难免有一些被遗落。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,9aa86cc5955649d6adb34c699548b447,FALSE,副总统辩论,,民进党就是比国民党会治国更会照顾人民更会拼经济。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.501360536,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u047,"当然 台湾整体亮眼的经济成长中,难免有一些被遗落。",context,民进党就是比国民党会治国更会照顾人民更会拼经济。,八届的总统选举里头我是唯一的有实务财经经验的候选人也。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,83cb1340edf2a2f15588f001791aa584,FALSE,副总统辩论,,"当然 台湾整体亮眼的经济成长中,难免有一些被遗落。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,KEEP,0.550851583,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u058,八届的总统选举里头我是唯一的有实务财经经验的候选人也。,context,"当然 台湾整体亮眼的经济成长中,难免有一些被遗落。","因此我觉得我们应该多说一点经济,少用一点蓝绿恶斗的政治口水战。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,54612782245e2084450bdfd790376556,FALSE,副总统辩论,,八届的总统选举里头我是唯一的有实务财经经验的候选人也。,TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.431795776,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u059,"因此我觉得我们应该多说一点经济,少用一点蓝绿恶斗的政治口水战。",claim,八届的总统选举里头我是唯一的有实务财经经验的候选人也。,吴欣盈: 我希望政府能与民间一起携手走回亚洲四小龙当时的路经济向前走 台湾载赢。,"[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]",[],FALSE,,be90ced9f6040c752b743a374330f4bf,FALSE,副总统辩论,,"因此我觉得我们应该多说一点经济,少用一点蓝绿恶斗的政治口水战。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.520065129,,,TRUE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u060,吴欣盈: 我希望政府能与民间一起携手走回亚洲四小龙当时的路经济向前走 台湾载赢。,context,"因此我觉得我们应该多说一点经济,少用一点蓝绿恶斗的政治口水战。",吴欣盈: 受到小布什总统夫人的表扬以外也得到时报周刊的专访。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,760fed781973deef64b8df8199074732,FALSE,副总统辩论,,吴欣盈: 我希望政府能与民间一起携手走回亚洲四小龙当时的路经济向前走 台湾载赢。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.673915565,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u067,吴欣盈: 受到小布什总统夫人的表扬以外也得到时报周刊的专访。,context,吴欣盈: 我希望政府能与民间一起携手走回亚洲四小龙当时的路经济向前走 台湾载赢。,这一切都证明了二轨外交让台湾走上国际绝对不是问题。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,2889c5edb13c60ea1123c5b7f4c3fe70,FALSE,副总统辩论,,吴欣盈: 受到小布什总统夫人的表扬以外也得到时报周刊的专访。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,REVIEW,0.401830137,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u068,这一切都证明了二轨外交让台湾走上国际绝对不是问题。,context,吴欣盈: 受到小布什总统夫人的表扬以外也得到时报周刊的专访。,"吴欣盈: 批发,零售, 餐,饮 物流劳工做的 劳汉, 劳官, 劳客赚不到钱。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,cf1b9e1dc4b21594486624521e7442d6,FALSE,副总统辩论,,这一切都证明了二轨外交让台湾走上国际绝对不是问题。,TRUE,institution_only,TRUE,gate: strong_anchor,FALSE,KEEP,0.460090876,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u076,"吴欣盈: 批发,零售, 餐,饮 物流劳工做的 劳汉, 劳官, 劳客赚不到钱。",context,这一切都证明了二轨外交让台湾走上国际绝对不是问题。,"两岸的ECFA和全球的自由贸易协议都是禁止劳工跨越边境,移动,入境工作的干部政府都有严格的管制不应该误导民众有工作权就有投票权。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,413843ba3700d990b627540facc1fc96,FALSE,副总统辩论,,"吴欣盈: 批发,零售, 餐,饮 物流劳工做的 劳汉, 劳官, 劳客赚不到钱。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,REVIEW,0.296748042,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u082,"两岸的ECFA和全球的自由贸易协议都是禁止劳工跨越边境,移动,入境工作的干部政府都有严格的管制不应该误导民众有工作权就有投票权。",context,"吴欣盈: 批发,零售, 餐,饮 物流劳工做的 劳汉, 劳官, 劳客赚不到钱。","请问民进党为了选票,你跟期盼人民的这种行动再来蓝绿都说要拼经济。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]","[""ECFA|policy"", ""两岸|cross-strait""]",FALSE,,f880597608dcd0e6e3d762197faa783c,FALSE,副总统辩论,,"两岸的ECFA和全球的自由贸易协议都是禁止劳工跨越边境,移动,入境工作的干部政府都有严格的管制不应该误导民众有工作权就有投票权。",TRUE,institution_only,TRUE,gate: core_election,FALSE,REVIEW,0.391498744,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u084,"请问民进党为了选票,你跟期盼人民的这种行动再来蓝绿都说要拼经济。",claim,"两岸的ECFA和全球的自由贸易协议都是禁止劳工跨越边境,移动,入境工作的干部政府都有严格的管制不应该误导民众有工作权就有投票权。",吴欣盈: 但在这八年什么台湾经济却为什么没有改善呢?,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,c8d96d49ac5345c9c9b391c36ad04ea8,FALSE,副总统辩论,,"请问民进党为了选票,你跟期盼人民的这种行动再来蓝绿都说要拼经济。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.577913761,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u086,吴欣盈: 但在这八年什么台湾经济却为什么没有改善呢?,context,"请问民进党为了选票,你跟期盼人民的这种行动再来蓝绿都说要拼经济。","我第一个提出碳税条例,发展条例要求政府十年碳定价路径图并要求接轨国际最低税支付就是为了要打造台湾成一个亚洲科技中心比如荷兰在欧洲一样的地位。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,2d2f5ce3df682fc058d7e49d75972f28,FALSE,副总统辩论,,吴欣盈: 但在这八年什么台湾经济却为什么没有改善呢?,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.578471541,,,TRUE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u087,"我第一个提出碳税条例,发展条例要求政府十年碳定价路径图并要求接轨国际最低税支付就是为了要打造台湾成一个亚洲科技中心比如荷兰在欧洲一样的地位。",context,吴欣盈: 但在这八年什么台湾经济却为什么没有改善呢?,"此外,我也提出央行法修法,推动主权基金要帮台湾人民赚钱。","[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],FALSE,,57c0e9127ea31aaca0861e7692f4a46c,FALSE,副总统辩论,,"我第一个提出碳税条例,发展条例要求政府十年碳定价路径图并要求接轨国际最低税支付就是为了要打造台湾成一个亚洲科技中心比如荷兰在欧洲一样的地位。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,KEEP,0.426969707,,,FALSE,KEEP,,02_conference_datasets/vice_president_units.csv,3
副总统辩论_a4a3572e071e,副总统辩论_a4a3572e071e_u088,"此外,我也提出央行法修法,推动主权基金要帮台湾人民赚钱。",context,"我第一个提出碳税条例,发展条例要求政府十年碳定价路径图并要求接轨国际最低税支付就是为了要打造台湾成一个亚洲科技中心比如荷兰在欧洲一样的地位。","吴欣盈: 蓝绿,两党都说要拼经济。","[{""name"": ""吴欣盈"", ""party"": ""TPP""}, {""name"": ""民众党"", ""party"": ""TPP""}]",[],FALSE,,77691dacedd4d38f10bc4d24cd3796b2,FALSE,副总统辩论,,"此外,我也提出央行法修法,推动主权基金要帮台湾人民赚钱。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.593314648,,,TRUE,REVIEW,,02_conference_datasets/vice_president_units.csv,3
