id,candidate,party,source_type,date,sentence,role,prev,next,speakers,targets,target_l1,sample_score,unit_id,source
_b17f2fe5f024_u011,赖清德,DPP,news,2023-12-30 14:08:00,"他也感嘆這次選舉有很多口水,但台灣民主受到國際肯定,經濟成就、社會照顧都有明顯進展,相信汗水與努力可以被看見。",context,"張廖萬堅表示,媽祖精神就是照顧人民,近年來他所重視的育兒津貼、老人照顧、教育環境等政策,都獲得蔡總統的支持。","張廖萬堅說,2012年他參選立委、蔡總統參選總統,2人雖落選卻都不曾失志,2016年2人都勝選,他強調不怕打擊、抹黑、口水,呼籲大家一起努力向前行。",[],[],L1-13,13.3,_b17f2fe5f024_u011,03_Lai_chinatimes_news
_b17f2fe5f024_u011,柯文哲,TPP,news,2023-12-30 14:08:00,"他也感嘆這次選舉有很多口水,但台灣民主受到國際肯定,經濟成就、社會照顧都有明顯進展,相信汗水與努力可以被看見。",context,"張廖萬堅表示,媽祖精神就是照顧人民,近年來他所重視的育兒津貼、老人照顧、教育環境等政策,都獲得蔡總統的支持。","張廖萬堅說,2012年他參選立委、蔡總統參選總統,2人雖落選卻都不曾失志,2016年2人都勝選,他強調不怕打擊、抹黑、口水,呼籲大家一起努力向前行。",[],[],L1-13,13.3,_b17f2fe5f024_u011,02_Ke_chinatimes_news
_25b62a50cc95_u002,赖清德,DPP,news,2024-01-13 23:07:53,"陳斌華表示,「台灣是中國的台灣,這次選舉改變不了兩岸關係的基本格局和發展方向,改變不了兩岸同胞走近走親、越走越親的共同願望,更阻擋不了祖國終將統一、也必然統一的大勢。」 陳斌華稱,「我們解決台灣問題、完成國家統一的立場一以貫之,意志堅若磐石。我們將堅持體現一個中國原則的『九二共識』,堅決反對『台獨』分裂行徑和外部勢力干涉,與台灣有關政黨、團體和各界人士一道,促進兩岸交流合作,深化兩岸融合發展,共同弘揚中華文化,推動兩岸關係和平發展、推進祖國統一大業。」 2024總統立委選舉最新報導,請看自由時報大選專區 賴清德、蕭美琴順利當選,上台感謝民眾支持。",quote,"(記者叢昌瑾攝) 2024/01/13 23:07 〔記者鍾麗華/台北報導〕2024總統與立委選舉結果出爐,民進黨正副總統候選人賴清德與蕭美琴當選新任正副總統,立法院三黨不過半,國民黨成為國會最大黨,對此,中國國台辦發言人陳斌華13日晚間表示,此次台灣兩項選舉結果顯示,民進黨並不能代表島內主流民意。",(記者塗建榮攝) 不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""蕭美琴"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",L1-13,12.3,_25b62a50cc95_u002,03_Lai_ltn_news
_44b37f99c0cf_u000,赖清德,DPP,news,2023-11-16 16:31:00,"習近平否認攻台計畫 賴辦:打臉藍白操弄戰爭謊言 2023/11/16 16:31 (中央社記者溫貴香台北16日電)民進黨總統參選人賴清德總統競選辦公室發言人郭雅慧今天表示,中國國家主席習近平否認中國2027年或2035年攻台計畫,代表國民黨、民眾黨所操弄的戰爭謊言,慘遭習近平狠狠打臉,一味操弄戰爭恐嚇台灣人民,不僅不會得到人民支持,也不會被國際社會認可。",claim,,"美國總統拜登15日與中國國家主席習近平會晤時,表達美國維持台海和平穩定的決心,並要求中國尊重台灣選舉,習近平則否認有2027年或2035年對台採取軍事行動的計畫。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],L1-13,12.3,_44b37f99c0cf_u000,03_Lai_chinatimes_news
_da7ca2bc7d8b_u006,侯友宜,KMT,news,2023-11-04 17:28:43,"馬英九還說,這場選舉不只關係國民黨的勝敗,也關係中華民國的前途,民進黨執政7年來實在不像話,國防、外交、經濟全都在倒退,所以國民黨的任務很重要,一定要讓中華民國打勝仗。",claim,"他強調,只要國民黨執政,兩岸關係就能回到和平、安定與繁榮,讓台灣擺脫全世界最危險的地方,大家要一起把國民黨總統參選人侯友宜送進總統府,照顧大家的幸福,整頓這個國家。","此外,出席同場活動的前高雄市長韓國瑜致詞提醒大家,如果明年1月13日大家把選票投給民進黨總統參選人賴清德,","[{""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],L1-13,12.3,_da7ca2bc7d8b_u006,01_Ho_ltn_news
_2c5f37a9b9c1_u009,赖清德,DPP,news,2023-02-02 16:54:03,"林姿妙則深深一鞠躬致謝,謝謝大家在縣長選舉全力支持,未來四年,一起努力,拚出宜蘭好生活,讓宜蘭的經濟、交通、文化、觀光、士農工商發展都更好。",claim,"話鋒一轉,張建榮說,接下來的總統和立委大選,應早點規劃,但請國民黨也要早一點提名,拖越久就越糟,歹棚拖久會被民進黨一直打壓,希望朱主席早一點整合出強棒。",不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,[],[],L1-13,12.3,_2c5f37a9b9c1_u009,03_Lai_ltn_news
_25b62a50cc95_u002,柯文哲,TPP,news,2024-01-13 23:07:53,"陳斌華表示,「台灣是中國的台灣,這次選舉改變不了兩岸關係的基本格局和發展方向,改變不了兩岸同胞走近走親、越走越親的共同願望,更阻擋不了祖國終將統一、也必然統一的大勢。」 陳斌華稱,「我們解決台灣問題、完成國家統一的立場一以貫之,意志堅若磐石。我們將堅持體現一個中國原則的『九二共識』,堅決反對『台獨』分裂行徑和外部勢力干涉,與台灣有關政黨、團體和各界人士一道,促進兩岸交流合作,深化兩岸融合發展,共同弘揚中華文化,推動兩岸關係和平發展、推進祖國統一大業。」 2024總統立委選舉最新報導,請看自由時報大選專區 賴清德、蕭美琴順利當選,上台感謝民眾支持。",quote,"(記者叢昌瑾攝) 2024/01/13 23:07 〔記者鍾麗華/台北報導〕2024總統與立委選舉結果出爐,民進黨正副總統候選人賴清德與蕭美琴當選新任正副總統,立法院三黨不過半,國民黨成為國會最大黨,對此,中國國台辦發言人陳斌華13日晚間表示,此次台灣兩項選舉結果顯示,民進黨並不能代表島內主流民意。",(記者塗建榮攝) 不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""蕭美琴"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",L1-13,12.3,_25b62a50cc95_u002,02_Ke_ltn_news
_19aed0fe4cc9_u005,赖清德,DPP,news,2023-08-01 17:04:00,"賴副總統說,在野黨與社會某些人士說,中國對台灣採取不合理的打壓,是台灣自己挑起的,但林逸民也舉歷史上的古寧頭戰役、823砲戰為例,中國要拿台灣,已經是幾十年了,不是因為民進黨執政,也不是因為蔡英文當總統,或因為他要競選總統才開始。",claim,"賴副總統引用林逸民書中觀點表示,台海情勢越來越緊張,到底是誰的錯,是中國還是台灣,如果純粹是台海問題,那指責台灣還有可能,但現在不只台海問題,包括,黃海、東海、南海都發生問題,由此可見,目前台海緊張,問題不在台灣本身,而是對岸中國。","賴副總統提到,現在有一群在野黨,提出要「下架民進黨」,執政黨當然要面對社會各種質疑。","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],L1-13,12.3,_19aed0fe4cc9_u005,03_Lai_chinatimes_news
meeting3_065e7ca28b89_u001,Unknown,Unknown,conference,,"国民两党所坚持的立场都按国际社会所期待的维持现状是相违背的,耐香德只有在选举的时候才不主张,国民党也只有在选举的时候才不主张同意。",claim,"另外一方面,国民党也没有修正自己的统一党章,所退败的所有一候选人也公然接受在台湾已经没有名义支持的九个共事。","但是不管是国民党还是民进党,他们的选举都是走回头路,挑起统读意识形态,制造群众互相仇恨,选举过后只是留下一个被撕裂的社会。","[{""name"": ""国民党"", ""party"": ""KMT""}]",[],L1-13,12.3,meeting3_065e7ca28b89_u001,meeting3
_42c7342cbc72_u003,柯文哲,TPP,news,2023-12-07 00:31:23,"總統大選登記截止(11/24)後,多家民調傾巢而出,游盈隆6日在臉書發文建議選民可透過3點判準去看手中的民調,「第一,民調是否採『真人電話訪談』,如果是,可以採納,如果不是,可擱置;第二,民調是否採市話/手機並用,例如73比或各半,如果是,優先採納,如果不是,可存參;第三,民調機構是長期穩定經營的,或臨時蹦出來的,前者通常比後者可信。秉持這3原則看民調,會獲得比較接近真實的選情。」 綜合各家民調數據,當前選情似乎變成傳統藍綠對決,白色力量被邊緣化,但游盈隆不以為然,「對於當前2024民調大戰,我的感覺是,不下於2000年總統大選,甚至在某些方面尤有過之。例如,本應屬於競總內參的滾動式民調,現在有民調機構直接公佈,特別是因為『全市話』民調會高估2大黨候選人支持度,嚴重不利小黨候選人,再加上媒體的推波助瀾,因此柯文哲最近被打的很慘,如果不耐打,很可能很快會被打趴在地。這或許符合2大黨眼前的利益,但當中牽涉到的『民調責任倫理問題』,社會應給予適度的關注才對。」 游盈隆表示,「我對目前選情的觀察是,綠藍白仍呈三足鼎立態勢,但『賴蕭配』已逐漸拉開與『侯趙配』及『柯吳配』的差距,最近一次(12/4)匯流民調採市話/手機各半,共2千份樣本,結果是賴蕭三成七、侯趙二成八、柯吳二成六,應該是相對比較接近真實的。由於藍白相去不遠,除非未來出現慘烈的棄保效應,否則,賴蕭配將逐漸走出8年魔咒(指近16年來執政滿8年都會政黨輪替)陰影。」 游盈隆也呼籲,劣質民調或假民調雖然不能決定選舉結果,但這種民調若充斥台灣大選,絕對是有害正常、健康、公平的選舉競爭,不利台灣民主發展,甚至成為台灣民主的汙點和恥辱,「選民必須正視,民調發佈者也應自我克制」。",quote,"游盈隆也分享自己對於當前選情的看法,指民進黨、國民黨和民眾黨仍呈三強鼎立態勢,但「賴蕭配」已逐漸與其他2組拉開差距。",不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],L1-13,12.3,_42c7342cbc72_u003,02_Ke_ltn_news
_dc26026ca186_u003,柯文哲,TPP,news,2023-11-15 13:00:00,"國民黨主席朱立倫表示,今天大家都在寫台灣的歷史,而且不只是推動台灣第三波民主改革,未來藍、白兩黨從聯合競選,再到組成聯合政府,將匯集更多的力量,讓台灣社會變得更好,並符合6成的台灣主流民意期待,大家會共同努力爭取2024的勝選,為中華民國努力。",claim,"馬英九表示,藍、白兩黨今日達成合作協議,相信將創下台灣政治史上的新紀錄,根據合作協議,可使雙方未來選舉相互幫忙,這是值得紀念的一天,兩黨將會依照協議全力以赴。","侯友宜指出,他要感謝馬英九與兩黨主席協助,大家基於共同理念、國家安全以及人民福祉,向前邁進,一起完成台灣第三波民主改革,而且兩黨協調出的合作方式,在這幾天就會有結果出來,無論誰正、誰副,雙方都會攜手合作,讓台灣這塊土地平安。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],L1-13,12.3,_dc26026ca186_u003,02_Ke_ltn_news
_c46eec77a48f_u006,赖清德,DPP,news,2023-08-19 23:30:00,"對於先前曾出現過的疑美論、疑賴論,賴副總統說,這是中國宣傳的一部分,在國際社會製造疑賴論、在台灣內部製造疑美論,但疑賴論或疑美論都不存在,這場選舉就是在民主道路上持續壯大台灣,還是要走回頭路、走回一中原則,兩者間做選擇。",claim,"台灣是民主國家,民眾是國家主人,而非由中國決定,「不是今天中國喜歡誰,然後就由誰擔任(總統),這有違台灣民主精神,這對台灣民主制度破壞也非常大」。","在野黨過去曾質疑「票投民進黨,青年上戰場」,賴副總統指出,有看到在野黨配合中國宣傳此事,企圖影響選舉,但事實上,中國想併吞台灣並非自民進黨執政才開始,和平與戰爭也非如點菜一般,這場選舉的真正選擇,是大家到底要民主、還是專制。",[],[],L1-13,12.3,_c46eec77a48f_u006,03_Lai_chinatimes_news
_335e93de68ef_u002,赖清德,DPP,news,2023-12-20 20:51:00,"影片/總統選舉首場政見會 侯友宜賴清德柯文哲發言一覽 賴清德:協助礦區居住權獲保障後 老家交付公益信託 礦區建築合法轉型台北縣府有前例 原規則因升格新北廢止 賴清德回應老家公益信託沒有委屈 柯文哲酸太慢了 賴清德在第二輪發言提到,他家的老房子受到藍白攻擊,也引起社會關注,其實礦區的房子,牽涉到台灣礦業發展歷史留下來的礦工住宅,",claim,"2024大選倒數,民眾黨總統候選人柯文哲、民進黨總統候選人賴清德、國民黨總統候選人侯友宜今天晚間7時參與首場總統候選人電視政見發表會,透過3輪政見發表正面交鋒。","以及礦工後代安居的問題,合理的解決才是正道,不是在多年後只做到認定「既存違建,拍照存檔」就當作解決。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}]",[],L1-13,12.3,_335e93de68ef_u002,03_Lai_chinatimes_news
