window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
副总统辩论_a4a3572e071e_w0096,副总统辩论_a4a3572e071e,副总统辩论,,"[289] 马英九执政的时候一百二十几个缅迁国,包括美国,一个邦交国,都没有丢那他到底丢了什么主权呢? [290] 赵少康: 你们常常讲说这是他卖了主权,他出卖了什么主权呢? [291] 主权不是好,好的吗?",L2-01|L2-03|L2-06,0,2.009675097324342,
_500c46a6e3d9_w0002,_500c46a6e3d9,03_Lai_ltn_news,,"[2] 賴清德日前投書《華爾街日報》提出保衛和平「四大支柱」,有媒體引述外國代表處駐台人士說法,直指語法、用字有多處瑕疵,而後又報導指賴近來在外交領域狀況頻頻,問題在於國安幕僚團隊仍在整隊,且蔡總統倚重的幕僚目前尚未進駐協助等。 [3] 賴清德競選辦公室發言人陳世凱今表示,國家安全事務包含國際外交、軍事國防,再到內政經濟,需要整個執政團隊的共同打拚,賴副總統當然也是團隊的一員,大家都只有一個共同的目標,就是為國家更好。 [4]  [5] 陳世凱表示,台灣是民主防線的最前緣,具有重要的關鍵地位,蔡英文總統這幾年來,堅定國家立場,遇到壓力不屈服的原則帶領執政團隊,和全體國人一起打拚,讓台灣成為國際重要的良善力量,也得到國際社會更多的信任與支持,這點有目共睹,相信特定媒體的刻意操作,改變不了這個事實。",L2-01|L2-03|L2-05|L2-06|L2-07|L2-08,0,2.009662319121432,
_122ca01eab5a_w0001,_122ca01eab5a,03_Lai_chinatimes_news,,"[1] 史瓦帝尼政府上傳國王與蔡明彥的合照至臉書,並提到國王期待蔡總統的到訪。 [2] 蔡總統9/5訪非洲友邦史瓦帝尼 4立委隨團出訪 史瓦帝尼政府在臉書(Facebook)專頁寫道:「國王陛下恩史瓦帝三世(Mswati III)今天在羅濟塔王宮(Lozitha Palace)接受台灣政務官、國安局長蔡明彥博士的禮貌性拜訪。」 「蔡博士傳達了蔡英文總統閣下關於史瓦帝尼王國雙55慶典將至的道賀訊息。陛下也表達他期待蔡總統9月初的到訪。」 根據「史瓦帝尼觀察家報」(Eswatini Observer),今年是史瓦帝尼獨立建國55週年,也是恩史瓦帝三世55歲生日。 [3] 另一則史瓦帝尼政府的臉書貼文則寫道:「總理戴克禮(Cleopas Sipho Dlamini)與副總理馬速庫(H.E. Themba Masuku,另譯,馬蘇庫)都接受台灣政務官、國安局長蔡明彥博士的禮貌性拜訪。」 「蔡博士到訪史瓦帝尼王國,將強化史瓦帝尼-台灣持續55年的雙邊關係。台灣的蔡英文總統將於9月初前來史瓦帝尼。」 蔡總統9月5日至8日將專機出訪史瓦帝尼,盼達成同慶兩國邦誼、促進永續合作的目標。",L2-01|L2-03|L2-07,0,2.0096189766454953,
_a7d9c16b58dd_w0011,_a7d9c16b58dd,03_Lai_chinatimes_news,,"[13] 會見瑞格薩 蔡總統:索馬利蘭是非洲計畫重要據點 關於G20印度峰會,是否把台灣議題列為關切事項。 [14] 蔡總統說,峰會現還在先期準備階段,很難對未來發展做評論; [15] 台海議題這幾年確實受到很高關注,已從兩岸層次、提升到印太區域層次,台海和平穩定與任何一方不能片面改變現狀,這是現在全球共識最高的事情。",L2-01|L2-03|L2-05,0,2.0095888024590907,
_2b2e9615f7a1_w0002,_2b2e9615f7a1,03_Lai_ltn_news,,"[2] 總統府發言人林聿禪表示,今年2月、7月現任總統阿布鐸、新任總統當選人貝尼亞曾分別來台訪問,期間展現對台友好情誼,深受台灣民眾歡迎跟重視,巴拉圭不僅長期在國際場域為我國仗義執言,堅定我國國際參與,兩國交流也很頻繁,雙方在科技、教育、農業等,雙邊合作計畫都有良好成效。 [3] 林聿禪指出,適逢我國跟巴拉圭建交66週年,蔡英文總統也特派賴清德副總統出席慶賀友邦元首就職的特使,表達對重要友邦的重視,總統府秘書長林佳龍、副秘書長黃重諺等人將陪同。 [4] 林聿禪說,蔡總統期許此行有兩大核心目標,深化台巴邦誼、拓展雙方合作,共享民主自由價值、積極強化各領域合作,一起站在民主自由陣線,為全球和平穩定發展作出貢獻,促進雙方人民福祉。",L2-01|L2-03|L2-06|L2-07|L2-08,0,2.0095855921324146,
_434d2e39b3e4_w0002,_434d2e39b3e4,03_Lai_chinatimes_news,,"[2] 外界關切副手人選,賴清德透露,現在的確有很多副手人選在考量,社會討論最多的是蕭美琴、鄭麗君,此外,包括科技界、文化界人士,都有人推薦,目前有6人,以女性居多、男性少數,接下來要先公布不分區立委人選,在登記前才公布副總統人選。 [3] 賴清德表示,會優先考量女性副總統,但6人名單中不只有蕭美琴跟鄭麗君,還有其他女性,暫時不能透露,怕造成對方困擾。 [4]  [5]  [6]  [7] 蕭美琴:持續投入台美關係 被問賴蕭配 賴清德:蕭美琴是外交重要資產但未談到選舉 藍白政黨協商達立委席次最大化共識 總統人選還待談 郭台銘賴佩霞11/1赴北市選委會遞交連署書 徐春鶯爭議延燒 陳建仁籲各政黨所推人選應捍衛主權 民進黨主委選舉英系席次銳減 親賴陣營擁半邊天 美學者評520演說:中國作最大惡意解讀 美反應平穩 蕭副總統:台灣有意願能力成全球衛生體系一分子 福爾摩沙俱樂部賀賴總統就職 並嚴重關切中國軍演 2025/05/20 12:24 2025/05/15 13:01 2025/05/15 11:38 2025/05/11 11:16 2025/05/08 13:16 2025/05/08 12:15",L2-01|L2-03|L2-05,0,2.00955623257047,
_34253e021eb8_w0013,_34253e021eb8,03_Lai_chinatimes_news,,"[17] 一條是持續與國際社會緊密交流合作,同時深化民主; [18]  [19] 賴清德說,相信美國會持續支持台灣「繼續往民主這條路上走」。 [20] 俄羅斯去年2月全面入侵烏克蘭後,台海局勢受到全世界廣泛關注。",L2-01|L2-03|L2-05|L2-08,0,2.0095289939506973,
_ba7f5e2f6c4e_w0004,_ba7f5e2f6c4e,03_Lai_chinatimes_news,,"[5] 外交部指出,今年適逢克國獨立建國暨台克兩國建交40週年,外交部長吳釗燮甫於9月18日至20日以總統特使身分赴訪慶賀,受到萊柏等克國高層熱情接待,萊柏於吳釗燮訪問克國3週後即率團來台訪問,充分彰顯台克兩國深厚情誼。 [6] 透過 Google News 外交部表示,台灣與克國自1983年建交以來,邦誼穩固友好,克國政府歷年來堅定支持台灣參與聯合國、世界衛生組織、聯合國氣候變化綱要公約、國際刑警組織及國際民航組織等,今年4月4日克國國會全體議員無異議通過決議,支持台灣國際參與,展現克國不分朝野一致支持台灣的友好立場。 [7] 外交部表示,台克雙方在農業、醫衛、教育、資通訊、婦女賦權、氣候韌性及永續發展等領域密切合作且成效卓著,嘉惠克國人民的民生福祉。",L2-01|L2-03|L2-06,0,2.0095119466000386,
_9ed5652096e1_w0004,_9ed5652096e1,03_Lai_chinatimes_news,,"[21] (看完整報導) 芬蘭國會友台小組主席凱爾納7日率訪問團晉見總統蔡英文,他在致詞時說,希望芬蘭與台灣建立更多連結,在經濟、科技研究、教育及文化等領域拓展合作。 [22] 他說,自由、民主、人權、法治及平等是芬蘭和台灣的共同價值,除了譴責中國對於台灣的脅迫行徑,他也表示,台灣有權利決定自己的未來。 [23] (看完整報導) 涉及正副議長賄選案的台南市議長邱莉莉及副議長林志展7日凌晨在檢方二度訊後,分別以新台幣150萬元及120萬元交保。",L2-01|L2-03|L2-05|L2-08,0,2.0094885792671535,
_a8781aa12cd1_w0011,_a8781aa12cd1,03_Lai_ltn_news,,"[11] 對此,劉永健說明,外交部參考一些國家記者證件的設計,版面酌予以簡化,沒有特別考量。 [12] 劉永健並說,改版的外媒記者證將提供新申請的外媒駐台記者,現持有效效期之記者證仍可繼續持用,有意改持新證者也可以向外交部國際傳播司申請換發。 [13] 根據外交部資料,目前在我國派駐記者之外媒包括來自美國、加拿大、英國、法國、德國、挪威、瑞典、瑞士、斯洛伐克、丹麥、捷克、荷蘭、日本、韓國、新加坡、菲律賓、馬來西亞、澳洲、巴布亞紐幾內亞、卡達、土耳其、哥倫比亞、巴西等國家。",L2-01|L2-03,0,2.0094602706281735,
_e88cf3815e89_w0003,_e88cf3815e89,03_Lai_ltn_news,,"[4] 安倍昭惠說,今天蔡英文總接見她,去年3月安倍晉三與蔡總統會談時承諾一定要到台灣訪問,卻未能實現,一直感到很遺憾。 [5]  [6]  [7]  [8] 賴清德並指出,安倍前首相的財政經政策,改善日本國防安全的空間,到目前為止都深深影響日本和印太區域。 [9] 安倍在川普當選時就前往美國向川普簡報,中國國防預算不斷增加,他認為中國崛起勢必給印太和國際帶來威脅,促成川普前總統提出印太安全戰略,促成美、日、印度和澳洲4方會談,安倍提出的戰略,是維持印太和平穩定最重要的戰略,影響印太甚至全世界的和平穩定。",L2-01|L2-03|L2-05,0,2.009460244535581,
_f2580530df54_w0006,_f2580530df54,03_Lai_chinatimes_news,,"[7] 第三則是和國際民主陣營站在一起,台海安全已是世界性議題,大家要對台灣有信心,不能因中國威脅就走回頭路。 [8] 賴清德表示,台灣是民主國家、善良社會,不願意和中國當敵人,只要中國對台灣以有尊嚴方式平等對待,很願意與中國交流合作,促進兩岸和平發展,但若為了和平先放棄主權,而不提升國防力量,是很大錯誤,提高國防力量和國際社會站在一起,中國就不敢輕舉妄動。 [9] 王定宇說,台灣人除了這個國家,沒有別的地方可去,如果有人上門欺負,當然要拿起武器捍衛家園,讓對方付出代價,軟弱才會引人前來糟蹋,台灣應在經濟表現讓全世界重視,加上國防提升,百姓團結,這才是真正和平。",L2-01|L2-02|L2-03|L2-05|L2-06|L2-07|L2-08,0,2.0094059440969554,
_2d3e5b593343_w0003,_2d3e5b593343,03_Lai_ltn_news,,"[4] 即使面臨中國軍事和經濟挑戰,包括中國軍機幾乎天天侵擾台灣領空,他首要任務仍維持務實與一致性。 [5] 路透並引述賴清德闡述立場:「我將支持兩岸現狀,這也符合中華民國台灣與國際社會的最佳利益。我不會排除在對等和尊嚴的原則基礎上,進行無前提條件對話的可能性」、「我將尋求與民主夥伴和盟友更廣泛的合作,尤其在訓練、部隊重整、民防、資訊分享方面」。 [6] 路透指出,美國是台灣最重要的國際支持友人和武器供應者,外交圈消息透露,賴清德預計下月將訪美。",L2-01|L2-03|L2-05|L2-08,0,2.00937826454975,
_363ce3db9429_w0002,_363ce3db9429,03_Lai_chinatimes_news,,"[2] AIT:期待與賴清德合作 促進共享民主價值與利益 賴清德今天宣誓就任黨主席,他致詞時提到,片面改變台海現狀,破壞區域和平穩定的作為,不會得到國際社會的支持。 [3] 他說,在他帶領下的民進黨,會持續站穩4個堅持,也就是,「堅持自由民主的憲政體制、堅持中華民國主權與中華人民共和國互不隸屬、堅持主權不容侵犯併吞、堅持中華民國台灣的前途,必須要遵循全體台灣人民的意志」。 [4]  [5] 媒體提問時,聚焦在賴清德的兩岸路線。",L2-01|L2-02|L2-03|L2-05|L2-07|L2-08,0,2.009368131505338,
_b5a6acdba82e_w0005,_b5a6acdba82e,03_Lai_chinatimes_news,,"[14] 對於中國如何應對美國印太戰略的問題,中國社會科學院亞太與全球戰略研究院副院長葉海林2022年發表在「印度洋經濟體研究」的文章提出過幾個建議。 [15]  [16] 第2,在安全領域,軍事和非軍事手段並用,並且向美國明確為了國家統一、領土完整等核心利益「不惜一戰的底線」。 [17]  [18] 第4,在經濟領域,深化既有的開放性地區合作架構,積極推動區域全面經濟夥伴協定( 區域全面經濟夥伴協定(RCEP) )落實和升級,積極推動加入跨太平洋夥伴全面進步協定( 資料來源:經濟部國際貿易局 )等。",L2-01|L2-03|L2-05,0,2.009361399868385,
_b409f9fec12d_w0009,_b409f9fec12d,03_Lai_chinatimes_news,,"[10] 賴清德過境美國 分析:北京反應過激恐適得其反 他說,美國對台灣的支持、維護印太和平穩定的決心,無庸置疑,他也不斷多次強調會捍衛台灣主權、增進民主和平繁榮,維護印太和平穩定,他的主張與作法跟國際社會作法一致,不管疑賴論或疑美論,都是來自中國宣傳。 [11] 賴副總統說,出訪前,有些人說無法經過美國東部或沒有辦法去華府,所以規格降低,但這些都不是事實; [12]  [13] 這次過境有無接觸美方重要官員,賴副總統表示,這次是擔任特使,主要目的是祝賀巴拉圭新任總統就職,時間緊迫,要完成蔡總統交代任務就已經很不容易,沒有特別另外再去安排跟美國官員見面。",L2-01|L2-03|L2-05|L2-06|L2-08,0,2.0093612746337572,
_348d8c228f7f_w0008,_348d8c228f7f,03_Lai_chinatimes_news,,"[9] 他和出版社討論後,決定以外國讀者較不知道、卻相當重要的蔡總統為主題,同時探討台灣外交、國防和經濟近10年來的轉變。 [10] 沃勒函表示,從國際觀點來看,蔡總統最重要的政績「是她成功讓台灣成為國際議題。過去比較像是『中國人之間的紛爭』,但一部分歸功於她,現在台灣已是國際議題,牽涉貿易、戰略等」。 [11] 沃勒函說:「她提醒人們,台灣是一個遭受威脅的民主政體,我覺得她把國家打開了。而且她沒有外交失誤,8年來在國際上沒有失言、失禮、動怒,相當罕見;但她不軟弱,反而很堅定,例如不接受九二共識,也不明言獨立。面對中、美兩邊施壓,一直走在鋼索上,卻未踏錯一步。」 沃勒函分析,蔡總統執政期間,台灣向世界傳達了4個訊息。",L2-01|L2-03|L2-05|L2-06|L2-08,0,2.0093604357004895,
_a7d9c16b58dd_w0009,_a7d9c16b58dd,03_Lai_chinatimes_news,,"[11] 固然中國在非洲的影響力相當大,但非洲國家也同時希望能有選擇,讓他們的國家在經濟或對外關係上,可以有一個「台灣」的成分在裡面。 [12] 總統說,台灣將持續與這些國家溝通,尋求合作機會,讓台灣與非洲整體、個別的國家之間,有一個實質關係進展的機會。 [13] 會見瑞格薩 蔡總統:索馬利蘭是非洲計畫重要據點 關於G20印度峰會,是否把台灣議題列為關切事項。",L2-01|L2-02|L2-03|L2-07,0,2.0093593982270064,
_50d18ba973c1_w0001,_50d18ba973c1,03_Lai_ltn_news,,"[1] 蔡英文總統預計9月5日率團訪問該國。 [2] 〔記者陳鈺馥/台北報導〕蔡英文總統本月5日將率團訪問非洲友邦史瓦帝尼王國,外交部今日表示,在出發前已有來自非洲11個國家多位政要,透過聯合聲明及致函、社群媒體貼文等方式,對蔡總統再度出訪非洲表達歡迎,同時肯定台灣的自由民主,顯示「台灣模式」受到非洲友人的認同與肯定。 [3] 外交部對非洲國家政要及友人展現對我國情誼和支持,表達誠摯謝意。",L2-01|L2-03|L2-06|L2-08,0,2.0093302322160023,
