window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_cea778b68875_w0011,_cea778b68875,03_Lai_ltn_news,,"[18] 到今年底,我們綠能產業所引進的外商和本國投資將達到一兆元。 [19]  [20] 前幾天,我去啟用了全國最大,位於苗栗的海能離岸風電。 [21]  [22] 就在昨天,臺美雙方共同宣布,「台美21世紀貿易倡議」首批協定內容。",L2-01|L2-03|L2-06|L2-07,2,2.0099204200552805,
_b75c41fe86ee_w0007,_b75c41fe86ee,03_Lai_chinatimes_news,,"[13] 透過 Google News 蕭美琴說,民進黨總統參選人賴清德在台南市長任內政績獲肯定、評鑑第1名,還被稱為「賴神」,但在侯友宜身上沒有看到這樣的市政表現,現在又要跳級參選總統,台灣人做事情要按部就班,有什麼樣歷練、再往下一步走,相信選民自有判斷。 [14] 蕭美琴指出,民進黨執政8年的經濟表現,在各種國際評比有亮眼成績,但不是每個人都能享受到經濟成長的果實,如何讓更多人受到照顧、資源更妥適分配,還有很多精進空間; [15] 就各組候選人來說,「賴蕭配」不是最完美的、但是最好的,是最穩健、最有能力的團隊。",L2-06|L2-07,2,2.0099180771649765,
_8b40a831f695_w0002,_8b40a831f695,03_Lai_chinatimes_news,,"[2] 賴清德競選總部發布新聞稿表示,蕭美琴今天下午現身攝影棚,接連拍攝米色及深色西裝,搭配攝影師指導動作,氣質俐落沉穩,蕭美琴不只姿勢一次到位,眼神也充滿自信,在拍攝過程中,攝影師希望蕭美琴比出「手指愛心」,蕭美琴笑回「好像在數錢」,整個拍攝棚充滿笑聲,氣氛相當融洽。 [3]  [4] 拍攝接近尾聲,蕭美琴還不忘提醒照片要趕快輸出,因為「很多人都在要」,顯見各地立委參選人都等不及要趕快合體。 [5] 賴清德競總發言人郭雅慧表示,蕭美琴曾任立委,赴任駐美代表後外交工作成果亮眼,地方立委參選人引頸期盼,已經有人迫不及待換上與蕭美琴合體的看板。",L2-06|L2-07,2,2.0099177447592873,
_d6a4cb220d0e_w0006,_d6a4cb220d0e,03_Lai_ltn_news,,"[6] 賴強調,未來台灣一定要增強自身國防力量及國安韌性,並與民主陣營站在一起,發揮威懾的力量。 [7] 同時,只要兩岸交流能維持對等尊嚴,並兼顧兩岸人民福祉,我們對交流及合作的大門永遠是敞開的。 [8] 在經濟發展方面,賴清德期許台灣企業在經濟上能成為日不落國,立足台灣、布局全球,商品行銷到全世界。",L2-01|L2-05|L2-06|L2-07|L2-08,2,2.009903884573605,
_500c46a6e3d9_w0002,_500c46a6e3d9,03_Lai_ltn_news,,"[2] 賴清德日前投書《華爾街日報》提出保衛和平「四大支柱」,有媒體引述外國代表處駐台人士說法,直指語法、用字有多處瑕疵,而後又報導指賴近來在外交領域狀況頻頻,問題在於國安幕僚團隊仍在整隊,且蔡總統倚重的幕僚目前尚未進駐協助等。 [3] 賴清德競選辦公室發言人陳世凱今表示,國家安全事務包含國際外交、軍事國防,再到內政經濟,需要整個執政團隊的共同打拚,賴副總統當然也是團隊的一員,大家都只有一個共同的目標,就是為國家更好。 [4]  [5] 陳世凱表示,台灣是民主防線的最前緣,具有重要的關鍵地位,蔡英文總統這幾年來,堅定國家立場,遇到壓力不屈服的原則帶領執政團隊,和全體國人一起打拚,讓台灣成為國際重要的良善力量,也得到國際社會更多的信任與支持,這點有目共睹,相信特定媒體的刻意操作,改變不了這個事實。",L2-01|L2-03|L2-05|L2-06|L2-07|L2-08,2,2.009903216643263,
_50077d8fa192_w0008,_50077d8fa192,03_Lai_ltn_news,,"[11] 柯文哲已離台灣主流民意越來越遠,也低估台灣年輕人的智慧,人民會看清柯文哲真正樣貌,2024選舉會做出好的決定。 [12] 賴瑞隆強調,台灣不能成為「一國兩制」的樣板,國家主權、民主、經濟都不能被犧牲,香港就是血淋淋例子。 [13] 他直批,中共長期對台製造假訊息及認知戰,民眾黨現在也跟中共一樣,故意製造假訊息混淆視聽,蔡政府從來就沒有挺服貿,而是希望跟歐美國家簽「跨太平洋夥伴貿易協定」(CPTPP)及自由貿易協定,並跟中國保持一定距離,避免台灣被木馬屠城,被中共滲透掌控。",L2-01|L2-02|L2-03|L2-05|L2-06|L2-07|L2-08,2,2.009891330026836,
_b128b63e0b9f_w0004,_b128b63e0b9f,03_Lai_chinatimes_news,,"[8] 為擴大照顧經濟弱勢學生,朱俊彰提到,除了現有學雜費減免、助學計畫,也會加碼減免更多學雜費; [9] 至於學貸措施,針對貸款人緩繳本息的月收入未達4萬元門檻、最多申請8次等規定,也會參考受雇者平均薪資、物價指數、撫育子女人數等因素,評估再放寬門檻及申請次數。 [10] (編輯:陳清芳)1120620 縮短公私立大學學費落差 賴清德:補助2.5萬元以上 賴清德提縮短公私大學費落差 教團:可減退場壓力 私立大專生補助1年2.5萬元 大學仍盼鬆綁學費 私立大專怕沒錢調薪 教育部:最大能力協助各校 大同技術學院、明道大學、環球科技大學112學年停招 112年大學申請入學分發率51.18% 1.6萬個缺額創新高 賴清德:放棄主權的和平是假和平 籲支持守護主權者 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 2024/02/06 12:53 2023/06/20 14:43 2023/06/20 14:19 2023/06/20 13:49 2023/06/20 12:29",L2-01|L2-05|L2-06|L2-07,2,2.009886038985196,
_2a3eb2ace3b0_w0000,_2a3eb2ace3b0,03_Lai_ltn_news,,"[4] 呂美玲說,她從小住在那附近,她以居民的立場,希望彈藥庫遷移,早年沒有密集住宅區,現在時空背景不一樣了,她在議會也不斷提出遷移案,國防部也曾參諾要遷,為什麼經過2、30年還不遷移,她以市民和市議員的立場,強力要求彈藥庫遷移,不覺得有什麼不對。 [5]  [6] 她身為民意代表,所有基隆人安全、經濟發展,她應該要為大家做的,她也希望2位士兵犧牲的代價,能夠讓彈藥庫遷移。 [7]  [8]  [9] 如果要蓋建議蓋社會住宅、長照中心或三總分院基隆院區。",L2-06|L2-07,2,2.0098663154492433,
_659ba725fe40_w0001,_659ba725fe40,03_Lai_ltn_news,,"[1] 〔記者蔡清華/高雄報導〕橋頭地檢署偵辦高雄市「中華泛藍協會」招攬團員赴中國接受國台辦招待,行程中藉機請團員於總統副總統大選支持某特定總統候選人,涉犯反滲透法、總統副總統選舉罷免法及公職人員選舉罷免法全案偵結,中華泛藍協會成員鄭志成,成為涉中介選首波偵結起訴被告。 [2] 經查,鄭志成為前新黨立委鄭龍水胞弟,中華泛藍協會成員,也曾任茄萣區社區發展協會理事長,自今年起陸續與中國國台辦人員聯繫並招攬團員,中國方面並向鄭傳達參與團員應有特定政治傾向。 [3]  [4]  [5]  [6] 國台辦及統戰部人員均會到場並發言,向參與團員宣傳「支持泛藍陣營」、「下架民進黨」、「反台獨」、「支持九二共識」等言論。",L2-05|L2-06|L2-07,2,2.0098554016949493,
_865dcbb576ed_w0005,_865dcbb576ed,03_Lai_ltn_news,,"[7] 黃世杰強調,他不同意SRF電廠進駐桃科,在立法院總質詢時要求經濟部長王美花重視地方意見,也邀集相關部會官員到觀音區參加說明會傾聽民意,在他強力要求下,經濟部月前已撤銷廠商推薦函。 [8] 黃世杰直指,桃科的主管機關是桃園市政府,市府卻不依法行使權限,反而與市議員一起為選舉打假球,他嚴正呼籲市府立即取消廠商入園許可。 [9] 民進黨為了守住黃世杰這席立委,總統、副總統候選人賴清德、蕭美琴都頻頻來為他站台,同黨各級民意代表也力挺,展現大團結氣勢,黃的競選總部常常播映動畫片,成功拉近與民眾的距離。",L2-06|L2-07,2,2.0098464953361765,
_5fbed70c800a_w0001,_5fbed70c800a,03_Lai_ltn_news,,"[4] 梁見後是全球第三大的伺服器大廠美超微創辦人,出身於竹崎鄉,嘉義高工、台北工專(現為台北科技大學)電機科畢業,後來在美國創業,公司股票在NASDAQ上市,布局全球,已在桃園市投資100億元設廠,並規劃後續要再加碼200億元,可增加上千個工作機會。 [5] 何子凡說,嘉義科學園區本月已動土,梁見後是嘉義子弟,美超微公司產業具有未來性、有領先技術、可創造產業鏈、有返台投資意願,翁章梁應主動拜會,向梁見後爭取在嘉義科學園區設廠。 [6] 嘉義縣政府經濟發展處長江振瑋說,梁見後兄弟約2年前曾來縣府拜會翁章梁,當時曾提及設廠,不過美超微設廠土地需求要20到30公頃,面積很大,縣府當時開發的馬稠後產業園區採公開標售土地,無法為單一廠商提供這麼大的土地,且美超微設廠需快速找到人才,後來才選擇在桃園市設廠,尋找工程師等人才較方便。",L2-06|L2-07,2,2.009845780814316,
_a7d9c16b58dd_w0008,_a7d9c16b58dd,03_Lai_chinatimes_news,,"[10] 至於台灣如何深化與非洲關係,總統表示,她昨天有機會與來自非洲其他國家的政要坐在一起聊天,大家對台灣的種種都很有興趣; [11] 固然中國在非洲的影響力相當大,但非洲國家也同時希望能有選擇,讓他們的國家在經濟或對外關係上,可以有一個「台灣」的成分在裡面。 [12] 總統說,台灣將持續與這些國家溝通,尋求合作機會,讓台灣與非洲整體、個別的國家之間,有一個實質關係進展的機會。",L2-01|L2-02|L2-06|L2-07,2,2.0098456860825076,
_92b6b7a00150_w0005,_92b6b7a00150,03_Lai_chinatimes_news,,"[6] 總統候選人應提出「提升辦學品質」的政見,確立台灣高教方向,達成學習權利平等。 [7] 另外,政府應確實監督校方,不濫漲學費或濫開不合理明目收取額外費用; [8]  [9] 高教平權連線呼籲,政府應妥為面對高教問題,整合高教資源與合理使用、改善體制、應對少子女化,以及減低學用落差,總統候選人也應提出政策規劃方針。",L2-06|L2-07,2,2.0098341707599294,
_a7d9c16b58dd_w0012,_a7d9c16b58dd,03_Lai_chinatimes_news,,"[14] 蔡總統說,峰會現還在先期準備階段,很難對未來發展做評論; [15] 台海議題這幾年確實受到很高關注,已從兩岸層次、提升到印太區域層次,台海和平穩定與任何一方不能片面改變現狀,這是現在全球共識最高的事情。 [16] 總統指出,台灣近幾年備受重視原因,一是在印太地區整體情勢變動情況下,台灣的地緣戰略角色越來越重要;",L2-01|L2-03|L2-05|L2-06|L2-07,2,2.0098236668310454,
_f2580530df54_w0007,_f2580530df54,03_Lai_chinatimes_news,,"[8] 賴清德表示,台灣是民主國家、善良社會,不願意和中國當敵人,只要中國對台灣以有尊嚴方式平等對待,很願意與中國交流合作,促進兩岸和平發展,但若為了和平先放棄主權,而不提升國防力量,是很大錯誤,提高國防力量和國際社會站在一起,中國就不敢輕舉妄動。 [9] 王定宇說,台灣人除了這個國家,沒有別的地方可去,如果有人上門欺負,當然要拿起武器捍衛家園,讓對方付出代價,軟弱才會引人前來糟蹋,台灣應在經濟表現讓全世界重視,加上國防提升,百姓團結,這才是真正和平。 [10] (編輯:黃世雅)1121022 先與朱立倫談立委合作?",L2-01|L2-02|L2-03|L2-05|L2-06|L2-07|L2-08,2,2.0098214429631787,
_5bd2833836c0_w0001,_5bd2833836c0,03_Lai_ltn_news,,"[1] 〔記者魏瑾筠/台北報導〕不少殯葬業者為因應法規,親自上陣報考喪禮服務職類乙級技術士證照,豈料卻因題目太難,有人連考7次仍名落孫山,又因政府發函「語焉不詳」,業者即便改善違規情形仍受罰,群起找上台北市議員汪志冰陳情,日前汪在議事堂質詢時直接開起「殯葬小學堂」,面對令人不解的題目不禁皺眉大呼:「這到底是什麼『鬼』題目啊?比考台大還難!」,疾呼市府應伸援。 [2]  [3] 汪志冰日前在台北市議會進行「民政部門質詢」時指出,據「殯葬管理條例」第45條第1項規定,「殯葬禮儀服務業具一定規模者,應置專任禮儀師,始得申請許可及營業」,豈料此令一出,大規模禮儀業者不受影響,但小本經營業者因經營規模小,無法增加成本聘請專業禮儀師,只好親自上陣,有人考了7次也考不上,「因為太難考、嚇死人了」,令業者怨聲載道。 [4]  [5]  [6]  [7]  [8]  [9]  [10]  [11] 汪志冰另反映,據去年台北市殯葬處「殯葬管理條例」第45條第1項一定規模專案查核實施計畫指出,第一階段計畫為去年4月底前,業者要完成禮儀師造冊,接著第5階段為聘任不足的業者於5月底完成陳述意見,並於去年6月底前完成依法裁處,詢問台北市政府民政局長陳永德,業者在6月底前完成改善該不該被罰?",L2-06|L2-07,2,2.009818059475425,
_ca6b22e77477_w0001,_ca6b22e77477,03_Lai_chinatimes_news,,"[1] 蔡總統今天到彰化市湳浘修水岩觀音佛祖廟參香祈福,競選連任的民進黨立法委員黃秀芳、民進黨總統候選人賴清德彰化縣競選總部團隊等人到場,蔡總統致詞說,國家要進步一定要做好基礎建設,她2017年提出前瞻基礎建設計畫,但當時在野黨一直杯葛,因此立委席次過半對總統很重要,若無國會多數很難做事。 [2] 蔡總統也舉例提升老人長照、育兒福利等措施說,政府不僅照顧老、少,也強化國防,錢都花在刀口上,在野黨卻抹黑說是「大撒幣、債留子孫」,但政府絕無債留子孫,除執行許多政策、建設,更還債新台幣8000多億元,明年還要還債1000多億元,政府是負責任的。 [3] 透過 Google News 蔡總統說,為何國際社會要保護台灣,因為台灣是民主自由的世界標竿,保護台灣就是保護世界民主自由,且台灣在全球供應鏈扮演非常關鍵角色,若某天台灣不生產半導體,世界產量將減半,加上台灣有許多產業關鍵零組件製造能力,及台灣附近水域若被阻礙,世界經濟將受很大影響,因此西方國家有共識要守護台灣。",L2-03|L2-05|L2-06|L2-07|L2-08,2,2.00980821145533,
