id,candidate,party,source_type,date,sentence,L1_label_v2,L2_labels
9012,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
柯文哲車隊下午在板橋掃街時,也遇到在馬路邊拜票的林國春,林國春與柯文哲先後互道「加油」。

▶▶ 待判句 ▶▶
另一方面,柯文哲車掃隊伍下午在板橋駛過縣民大道與館前西路口時,也意外與昔日「侯柯合體」的大型競選看板同框,形成意外同框的畫面。

⟪後句·僅供語境⟫
此外,柯文哲上午受訪時酸國民黨總統候選人侯友宜,車掃將防彈玻璃高度減半,從這個小動作就知道,「什麼樣的人他會去政治干擾政府的正常運作」。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9013,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
台湾的权利并没有因此受损,蔡英文总统还以总统的身份上台,宣布四大运开幕,对等尊严为台湾争取的应有的国际能见度。

▶▶ 待判句 ▶▶
我主张未实现状,台湾自主,两岸和平,我会以务实的态度维护台湾的民主自由、华治人权。 还记得吗?

⟪後句·僅供語境⟫
2016 年蔡英文总统当选那一晚,他说,从此台湾人民不需要因为他们的认同而道歉。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9014,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
柯文哲也提到國家今天變成這樣,「認真」是一種文化,但民進黨政府都是「炒短線」,在2000年前,台灣滿有活力,亞洲四小龍第一,但2000年後,台灣民主化與總統民選後,國家愈來愈差,愈來愈沒有力量。

▶▶ 待判句 ▶▶
柯文哲指出,問題就出在台灣沒有長期計畫,政府只有炒短線,單單以台灣在未來10年,在少子化後,台灣就有40所大學要關門,每個私立大學生給他們3萬5000元可以解決問題嗎,但對短期選票有效;

⟪後句·僅供語境⟫
其次在疫情期間,發放三倍券、五倍券、6000元,對台灣的產業結構及社會進步並無改變,但對短期選票就是有效。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9015,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
朱立倫:已與柯文哲見面討論政黨或選舉聯盟 鬆口見過朱侯 柯文哲:選後設政黨協商委員會 不會整碗捧去 柯文哲辦公室發言人吳怡萱今天透過媒體群組表示,因為一直接到侯友宜的電話,所以民眾黨禮貌性回覆,雙方在14日藍白合會前會之前私下碰面,過程多在交流意見及想法,像是話家常。

▶▶ 待判句 ▶▶
至於這週與朱立倫的談話內容,吳怡萱指出,藍白合會前會有一個很大的共識,就是國會席次極大化,所以民眾黨跟朱立倫保持意見交流,希望爭取國民黨支持。

⟪後句·僅供語境⟫
吳怡萱說,兩位黨主席碰面是很正常的一件事情,民眾黨更希望能進一步討論未來在立委輔選上的合作方案。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9016,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
副總統候選人將在明年元旦下午2時交鋒。

▶▶ 待判句 ▶▶
(編輯:張均懋)1121222 蕭美琴吳欣盈國籍遭疑 內政部:3組參選人都符合規定 趙少康秀辭職書:賴清德捐老家我立刻辭中廣董事長 蕭美琴:為了我們國家 我會蹽落去 趙少康:不做沒聲音副總統 該講就要講 柯文哲向財團靠攏?

⟪後句·僅供語境⟫
吳欣盈:不應用錢衡量愛國心 小笠原欣幸分析綠藍白副手加分點 蕭美琴趙少康吳欣盈各有微妙影響 總統選舉首場政見發表會 侯友宜賴清德柯文哲發言一覽 賴清德政見會拆解老家爭議 左右開攻反擊侯柯 侯友宜政見會猛攻賴清德 國台語夾雜手板助陣 柯文哲收斂攻勢 聚焦三大主題談政見 柯文哲賴清德侯友宜拚2024總統大選 7大政見比一比 吳東進:新壽立足台灣逾60年 是很不錯公司 撕掉公主標籤走入基層 吳欣盈體驗大選嘉年華氣氛 丹麥政治報關注大選:台灣人民對民主有堅定信念 賴清德:不因國會沒過半而失志 盼監督更有效率 2024/01/12 10:17 2023/12/26 09:59 2023/12/26 08:57 2023/12/22 09:54 2023/12/20 09:52 2023/12/18 17:29

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9017,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
民進黨正副總統賴清德、蕭美琴全國競選總部今天由發言人戴瑋姍、新北市議員張錦豪及顏蔚慈共同召開「包租侯帶頭炒地,國民黨最愛佔地」記者會。

▶▶ 待判句 ▶▶
張錦豪說,在侯家持有新莊復興段253地號產權已經達5/6,距離完整收購只差一步之遙的前兩日,新北市政府恰巧公告,在請假市長侯友宜指示下,未來將針對板橋、三重、新莊等9處都計區中、臨6公尺以上未達8公尺道路住宅區,有條件檢討、放寬容積率,從現行200%調高為240%。

⟪後句·僅供語境⟫
戴瑋姍說,根據新北市政府都市更新處網站資料顯示,附近有多筆復興段土地申請都更中,意味該處是建商獵地兵家必爭之地,狠狠打臉侯辦稱「該地不具都更條件」。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9018,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
目前在國防安全研究院駐點研究的烏克蘭學者溥猷立(Yurii Poita)、曾赴烏克蘭採訪的媒體人劉致昕、烏克蘭女力在台創辦人之一譚莉亞(Mariia Tonkovyd)都出席致詞,呼籲各界持續關心支持烏克蘭。

▶▶ 待判句 ▶▶
(編輯:林克倫)1120225 影片/在台烏克蘭人慶祝獨立紀念日 盼脫離戰火「重生」 百名民眾躺自由廣場假死抗議 控俄殘殺烏克蘭平民 俄烏戰爭將屆週年 烏克蘭人約95%相信將會勝利 影片/俄烏戰爭邁入第2年 澤倫斯基誓言戰勝所有敵人 柯文哲稱克服北流難題 苗博雅:時序錯誤不老實 綠:重啟服貿如廚餘桶撈出黑心食品 台灣不走回頭路 新竹縣市電動車增 民眾盼社區充電樁法規與時俱進 柯文哲:政府撒幣成效差 道安不應只是口號願景[影] 2025/05/24 07:24 2025/05/11 12:18 2025/05/11 05:46 2025/05/03 06:43 2025/04/25 04:56 2025/04/21 13:43

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9019,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

▶▶ 待判句 ▶▶
蕭美琴台南車掃衝刺 支持者高呼「美琴我愛你」 2024/1/10 11:36 (1/10 12:06 更新) (中央社記者張榮祥台南10日電)總統大選投票日倒數衝刺,民進黨副總統候選人蕭美琴今天在台南市新營區、善化區車掃拜票,沿途支持者熱情高喊「美琴,我愛你」,蕭美琴一再感謝選民的加油及支持。

⟪後句·僅供語境⟫
蕭美琴與台南市第1選區(後壁區、白河區、北門區、學甲區、鹽水區、新營區、柳營區、東山區、將軍區、下營區、六甲區)民進黨立委候選人賴惠員,今天上午在新營區以車隊掃街拜票。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9020,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
賴清德昨天在總統大選第2場電視政見發表會上列舉國民黨為台灣帶來的3大禍害,其中之一就是擁抱黑金,傷害民主價值、影響社會安定,並點名雲林張家、新店羅家、台中顏家及花蓮傅家。

▶▶ 待判句 ▶▶
陪同受訪的台北市長蔣萬安表示,他看了這本書非常感動,因為他的媽媽是雲林虎尾人,對於張麗善在立委期間全力推動的「艱苦人條款(殯葬管理條例第21-1條)」及湖山水庫興建印象深刻,推薦大家可以透過這本書了解張麗善。

⟪後句·僅供語境⟫
此外,前行政院長蘇貞昌今天指出,若前總統蔣經國還在世,會被現在傾中的國民黨活活氣死。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9021,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

▶▶ 待判句 ▶▶
中正文教基金會董事長蔣方智怡,日前重申前總統蔣介石的反共立場,民進黨總統參選人賴清德認為,這段話國民黨應該好好反省。

⟪後句·僅供語境⟫
民進黨總統參選人賴清德在今晚播出的網路節目《REAL TALK》專訪表示,許多藍營人士不認同前總統馬英九的國家路線,蔣方智怡這段話,國民黨及社會走錯路的人應該好好反省。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9022,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
經濟部表示,社會創新組織類型廣泛並涵蓋多元議題,我國目前已有超過841家社會創新組織、184家支持社創的產業夥伴(包括上市櫃公司等)、帶動超過2萬就業人數;

▶▶ 待判句 ▶▶
行政院會今(15)日拍板「社會創新行動方案2.0 (112-115年)」,預計112年至115年投入超過111億元,以「實踐社會價值」、「加速創新發展」、「串連多元資源」與「擴展國際影響」4大策略為主軸,建立公私民夥伴關係,強化社會創新組織自主營運發展。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9023,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
王婉諭也指出,而非綠支持者為了反對民進黨,更走到光譜的另一段,進一步配合中國文攻武嚇,認為與其積極抵抗,不如躺平求生,不管藍白為了反對民進黨都自動站到親中的一側,違背8成的民意是認同台灣主權的事實。

▶▶ 待判句 ▶▶
王婉諭說,時代力量認為必須抵抗中國的侵略,這沒有戰略模糊的空間,因此站在同樣是民主陣營的美國合作,也多次對民眾黨主席柯文哲的「兩岸一家親」、「強國等距」、「重啟服貿」等戰略模糊、左右逢源又試圖討好兩方的態度,這是不符合現實也更顯得輕率,更危險的是會模糊台灣自主。

⟪後句·僅供語境⟫
雷震是台灣早期民主運動的代表人物之一,曾創辦《自由中國》雜誌,對蔣介石政府提出建言和批判,但遭蔣政府逮捕入獄,監禁長達10年。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9024,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
至於侯友宜續打萬里老宅議題,賴清德表示,民眾可以這樣講,但侯友宜不行,侯友宜是地方政府首長,手上握有都市計畫檢討權力,卻從來沒提過,應該要好好了解。

▶▶ 待判句 ▶▶
(編輯:林淑媛)1121230 賴清德質疑炒農地 柯文哲哽咽提父親盼他回新竹行醫 賴清德:柯文哲簽藍白協議都能作廢 最沒資格談誠信 侯友宜:當選總統黨產歸零 徹底解決問題 侯問是否支持廢死 柯文哲:不執行死刑就終身監禁 柯文哲質疑選總統對不起新北 侯友宜:民進黨卡建設 賴清德酸神通廣大 侯友宜:99個門牌都合法 賴質疑重啟服貿挺核電 侯酸不廢ECFA、非核家園跳票 賴清德質疑服貿立場 柯文哲:太陽花學運是反黑箱 蔡總統:台灣沒有廢除死刑 努力完善制度預防犯罪 台灣選後第3天 美媒聚焦三黨

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9025,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
特別預算不再常態化;

▶▶ 待判句 ▶▶
柯文哲:台灣現在是民選皇帝制 應勇敢走向內閣制 綠批柯文哲喊內閣制心裡皇帝制 柯辦:憲政制度改革 柯文哲表示,台灣從1996年民選總統以來,歷經3次政黨輪替,他一直在思考國家體制是不是有問題;

⟪後句·僅供語境⟫
台灣政治由7個人選舉決定:總統與六都市長,「贏者全拿、毫無制衡」,市長好歹要進議會接受質詢,但總統不受國會監督、還可以不開記者會,卻在背後掌握所有政治。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9026,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
宋濤聲稱,要實現兩岸關係和平發展、融合發展,就要破除兩岸交流合作的阻礙。

▶▶ 待判句 ▶▶
要維護台海和平安寧,就要堅決反對台獨分裂活動和外部勢力干涉。

⟪後句·僅供語境⟫
對此,曾建元表示,陳玉珍有她的政治理念或意識形態和國家認同的立場,不過身為中華民國的立法委員,陳玉珍至少要向中共表達我國基本價值和立場。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9027,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
國民黨副主席連勝文批評賴清德「務實的台獨終究是台獨」,會把台灣帶入危險狀態。

▶▶ 待判句 ▶▶
郭雅慧說,賴清德的價值一直是一致的,也就是民主、和平、繁榮,希望保護主權、反對侵略,一直以來,中共的軍演和恐嚇沒有停止過,她要反問連勝文跟國民黨,這部分的兩岸立場,是否要做表述。

⟪後句·僅供語境⟫
(編輯:謝佳珍)1120507 侯友宜不排斥侯習會 促賴清德說清贊成或反對台獨 賴清德:擴大國際合作 引領價值外交新時代 七夕情人節將至 賴清德推薦3款獨家客庄約會行程 中國軍演 賴辦:營造戰爭威脅論的介選手法

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9028,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
第九个,青年低薪,房价高涨。

▶▶ 待判句 ▶▶
侯友宜: 第十个,防疫弊案,黑幕重重。

⟪後句·僅供語境⟫
这十个问题其实,有一个问题是我参选总统很重要的一个关键。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9029,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
前民進黨秘書長羅文嘉也參與這次輔選,他說,賴清德是很有教養、堅持原則的人,擇善固執、堅守價值底線,從國大、立委、地方首長至今,賴清德仍維持理想性格。

▶▶ 待判句 ▶▶
羅文嘉觀察,這4年來,賴清德擔任副總統,不是站在實際執行政策的第一線,副手經驗可以讓賴清德體驗到一個政治組織從政策形成到落實,「是靠一群人,而不是一個人」。

⟪後句·僅供語境⟫
如今他當選總統,如同成為主戰投手帶領球隊邁向冠軍,站上投手丘,硬碰硬的直球對決不足以取勝,更要適時投出各種球路,面對球場上的瞬息萬變,考驗著賴清德的政治智慧。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9030,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

▶▶ 待判句 ▶▶
賴清德募款小物、網站上線 搭配棒球設計元素 2023/6/27 12:01 (6/27 13:11 更新) (中央社記者葉素萍台北27日電)民進黨總統參選人賴清德募款網站今天上線,競選辦公室說,首波募款小物包括棒球外套、T-Shirt、徽章、毛巾等同時開賣,設計理念與「挺台灣」主視覺相同,都圍繞在「棒球」主題搭配設計。

⟪後句·僅供語境⟫
(編輯:謝佳珍)1120627 賴清德:放棄主權的和平是假和平 籲支持守護主權者 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 七夕情人節將至 賴清德推薦3款獨家客庄約會行程 中國軍演 賴辦:營造戰爭威脅論的介選手法

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9031,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
蔡其昌與妻子分進合擊拜票 強調不分黨派服務地方 2024/1/11 15:29 (1/11 15:43 更新) (中央社記者郝雪卿台中11日電)選戰倒數,爭取連任的立法院副院長蔡其昌今天到清水菜市場拜票,而他的妻子黃玉廷也前往大甲第一市場拜票。

▶▶ 待判句 ▶▶
民進黨籍台中市立委第1選區候選人蔡其昌上午前往清水菜市場入口拜票,接著沿清水街上至鰲峰山上車隊掃街,為選戰最後2天衝刺。

⟪後句·僅供語境⟫
蔡其昌表示,他會繼續堅持現在的做法,平時認真做事、不分黨派服務,選舉期間認真勤跑,握遍每一雙選民的手,他相信,海線的選民需要的是努力打拚的候選人。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
