doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date
_d5aad697404e,_d5aad697404e_u002,また、緊急脱出に関わったすべての皆さまに敬意を表します。,context,亡くなられた方々のご冥福と、けがをされた方々の一日も早いご回復をお祈りします。,私たちは日本の皆さまとともにあります。,[],[],False,,b9938babffa3af4282e378e2cb2ff068,False,03_Lai_X_datasets,2024-01-02 22:21:00
_d5aad697404e,_d5aad697404e_u003,私たちは日本の皆さまとともにあります。,context,また、緊急脱出に関わったすべての皆さまに敬意を表します。,,[],[],False,,00a34b088603064c65a3710198c27877,False,03_Lai_X_datasets,2024-01-02 22:21:00
_7d22c3a0bd7b,_7d22c3a0bd7b_u000,The new year unfolds with raising the ROC flag at our Presidential Office. I’m grateful for everyone who contributed to #Taiwan’s resilience and strength in 2023. My dedication to fostering safety and prosperity in Taiwan remains steadfast. Here's to a strong 2024!,context,,,[],[],False,,6e3640353ffdf43c032feb0bcb116b89,False,03_Lai_X_datasets,2024-01-01 15:56:00
_d5e191139a83,_d5e191139a83_u000,"Reflecting on the milestones of 2023, I'm confident in the collaborative endeavors that lie ahead &amp;",context,,"look forward to the opportunities for growth, friendship, and global cooperation that 2024 holds. Wishing everyone a year of prosperity, unity, and joy. Happy New Year!",[],[],False,,861ada29650178db627daaf23f96a379,False,03_Lai_X_datasets,2023-12-31 21:04:00
_d5e191139a83,_d5e191139a83_u001,"look forward to the opportunities for growth, friendship, and global cooperation that 2024 holds. Wishing everyone a year of prosperity, unity, and joy. Happy New Year!",context,"Reflecting on the milestones of 2023, I'm confident in the collaborative endeavors that lie ahead &amp;",,[],[],False,,322653b174e436de02e0769965793242,False,03_Lai_X_datasets,2023-12-31 21:04:00
_456c22c8ed4e,_456c22c8ed4e_u000,Merry Christmas and Happy Holidays to all celebrating in #Taiwan and around the world!,context,,"May this season be filled with peace, love, and shared moments of joy.",[],[],False,,aaf197e397d1c819e644abbbf7780474,False,03_Lai_X_datasets,2023-12-25 13:19:00
_456c22c8ed4e,_456c22c8ed4e_u001,"May this season be filled with peace, love, and shared moments of joy.",context,Merry Christmas and Happy Holidays to all celebrating in #Taiwan and around the world!,,[],[],False,,276e9e9b1c367edac944c5f83ea613bc,False,03_Lai_X_datasets,2023-12-25 13:19:00
_655b57ecc83e,_655b57ecc83e_u000,Sending warm wishes to all for a joyous &amp;,context,,peaceful Winter Solstice #冬至 with family and friends.,[],[],False,,8ae277f4e817f3cc87c5f5c9ed4367d0,False,03_Lai_X_datasets,2023-12-22 17:36:00
_655b57ecc83e,_655b57ecc83e_u001,peaceful Winter Solstice #冬至 with family and friends.,context,Sending warm wishes to all for a joyous &amp;,,[],[],False,,7e3d25bb95fde98d34be2f72adc83342,False,03_Lai_X_datasets,2023-12-22 17:36:00
_ee6235244a33,_ee6235244a33_u000,"My sincere condolences to the victims and everyone affected by the tragic shooting incident at Charles University in Prague. We stand in solidarity with the Czech Republic during this difficult time, and our thoughts are with the people of Prague.",context,,,[],[],False,,e2073f1c1eb77e688e4f8305b5ebd531,False,03_Lai_X_datasets,2023-12-22 13:32:00
_a212091eb7f0,_a212091eb7f0_u000,Happy #InternationalMigrantsDay!,context,,"Today, we celebrate the contributions of migrants &amp;",[],[],False,,c2bafc17fbc3c32ed3e6fea03edc12be,False,03_Lai_X_datasets,2023-12-18 15:15:00
_a212091eb7f0,_a212091eb7f0_u001,"Today, we celebrate the contributions of migrants &amp;",context,Happy #InternationalMigrantsDay!,"the wonderful tapestry of cultures that make #Taiwan diverse. To our cherished migrant community: Thank you for coming to Taiwan, and we will continue to work towards a better future for all.",[],[],False,,520248c33065c47bfacc504c9c35fc91,False,03_Lai_X_datasets,2023-12-18 15:15:00
_a212091eb7f0,_a212091eb7f0_u002,"the wonderful tapestry of cultures that make #Taiwan diverse. To our cherished migrant community: Thank you for coming to Taiwan, and we will continue to work towards a better future for all.",context,"Today, we celebrate the contributions of migrants &amp;",,[],[],False,,cf2c82e4b48067625c387d205e1d6900,False,03_Lai_X_datasets,2023-12-18 15:15:00
_b238b0b11d87,_b238b0b11d87_u000,"On #HumanRightsDay, we in #Taiwan renew our commitment to safeguarding human rights both at home and around the world. As we celebrate equality, we reaffirm our dedication to fostering international collaboration to uphold shared values and protect fundamental rights.",context,,,[],[],False,,13db461903b0e2397d09fbdfa02e7e70,False,03_Lai_X_datasets,2023-12-10 12:30:00
_423f39c97749,_423f39c97749_u000,Extending a warm welcome to all the incredible teams participating in the Asian Baseball Championship games!,context,,Best of luck to #TeamTaiwan🇹🇼––we’ll be cheering for you all the way. Let the games begin! ⚾️,[],[],False,,eb99acd1b680a24ce778785dd2d40de4,False,03_Lai_X_datasets,2023-12-03 16:16:00
_423f39c97749,_423f39c97749_u001,Best of luck to #TeamTaiwan🇹🇼––we’ll be cheering for you all the way. Let the games begin! ⚾️,context,Extending a warm welcome to all the incredible teams participating in the Asian Baseball Championship games!,,[],[],False,,4abbee1995555fbea119072617321c66,False,03_Lai_X_datasets,2023-12-03 16:16:00
_4a55e6630811,_4a55e6630811_u000,Your wealth of experience and unwavering commitment will undoubtedly propel us toward a better tomorrow!,context,,We will continue our pursuit of prosperity &amp;,[],[],False,,a2685052d2ca5c437c8acae3dd075d3d,False,03_Lai_X_datasets,2023-11-21 11:41:00
_4a55e6630811,_4a55e6630811_u001,We will continue our pursuit of prosperity &amp;,context,Your wealth of experience and unwavering commitment will undoubtedly propel us toward a better tomorrow!,"stability, and we are determined to lead with purpose. Let's embark on this journey! 🤝",[],[],False,,08f635a545258fdf5a2d9a538f510b59,False,03_Lai_X_datasets,2023-11-21 11:41:00
_4a55e6630811,_4a55e6630811_u002,"stability, and we are determined to lead with purpose. Let's embark on this journey! 🤝",context,We will continue our pursuit of prosperity &amp;,,[],[],False,,cba921ea9e43136db0085d98113ac5e4,False,03_Lai_X_datasets,2023-11-21 11:41:00
_9d9532d38833,_9d9532d38833_u000,"Extending gratitude to Dr. Chang for his pivotal role in discussions with @VP Harris, @SecBlinken &amp;",context,,"NEC Director Brainard in San Francisco. We’re committed to a robust #Taiwan-#US partnership, peace in the Indo-Pacific region &amp;",[],[],False,,e252e214cf9390897c05bed041115277,False,03_Lai_X_datasets,2023-11-18 14:15:00
_9d9532d38833,_9d9532d38833_u001,"NEC Director Brainard in San Francisco. We’re committed to a robust #Taiwan-#US partnership, peace in the Indo-Pacific region &amp;",context,"Extending gratitude to Dr. Chang for his pivotal role in discussions with @VP Harris, @SecBlinken &amp;",stronger trade ties for prosperity around the world.,[],[],False,,84e78d0f693b756d6df25b93e9a7248d,False,03_Lai_X_datasets,2023-11-18 14:15:00
_9d9532d38833,_9d9532d38833_u002,stronger trade ties for prosperity around the world.,context,"NEC Director Brainard in San Francisco. We’re committed to a robust #Taiwan-#US partnership, peace in the Indo-Pacific region &amp;",,[],[],False,,95b49e872efff303fee4966dfe294e0c,False,03_Lai_X_datasets,2023-11-18 14:15:00
_677d857d4379,_677d857d4379_u000,"Honoured to share my National Project of Hope at the European Chamber of Commerce Taiwan luncheon. #Taiwan and #Europe have never been closer. As democracies that share the same values, we are committed to upholding global supply chain stability &amp;",context,,creating a sustainable future.,[],[],False,,e5931c01ef15e6b20ba66c0c1317be94,False,03_Lai_X_datasets,2023-11-07 18:02:00
_677d857d4379,_677d857d4379_u001,creating a sustainable future.,context,"Honoured to share my National Project of Hope at the European Chamber of Commerce Taiwan luncheon. #Taiwan and #Europe have never been closer. As democracies that share the same values, we are committed to upholding global supply chain stability &amp;",,[],[],False,,4cfb2f1d6f62a1e42c931bbd3633e75d,False,03_Lai_X_datasets,2023-11-07 18:02:00
_7cdc82bc708b,_7cdc82bc708b_u000,Love knows no boundaries;,context,,"LGBTQ+ rights are human rights. Today, we celebrate love, courage &amp;",[],[],False,,0caddb28afb727c46943d62e35eaaad5,False,03_Lai_X_datasets,2023-10-28 22:54:00
_7cdc82bc708b,_7cdc82bc708b_u001,"LGBTQ+ rights are human rights. Today, we celebrate love, courage &amp;",context,Love knows no boundaries;,"justice at the 21st #TaiwanPride parade. As the first Asian country to legalize same-sex marriage, we #StandWithDiversity &amp;",[],[],False,,6e43a87100cf47bdc0d80bb065a46859,False,03_Lai_X_datasets,2023-10-28 22:54:00
_7cdc82bc708b,_7cdc82bc708b_u002,"justice at the 21st #TaiwanPride parade. As the first Asian country to legalize same-sex marriage, we #StandWithDiversity &amp;",context,"LGBTQ+ rights are human rights. Today, we celebrate love, courage &amp;",remain committed to building a more inclusive society for all.,[],[],False,,12311ed9afdb111869442bfec45f47d4,False,03_Lai_X_datasets,2023-10-28 22:54:00
_7cdc82bc708b,_7cdc82bc708b_u003,remain committed to building a more inclusive society for all.,context,"justice at the 21st #TaiwanPride parade. As the first Asian country to legalize same-sex marriage, we #StandWithDiversity &amp;",,[],[],False,,d493027cc589ea3459d64e03ef136ddc,False,03_Lai_X_datasets,2023-10-28 22:54:00
_0047e953dc4e,_0047e953dc4e_u000,"Delighted to welcome @LRSeimas Speaker @VCmilyte and the delegation from #Lithuania to #Taiwan, highlighting our shared vision of a stable Indo-Pacific region. We look forward to enhancing cooperation with our democratic partner in technology, trade and humanitarian initiatives.",context,,,[],[],False,,3206c0b62649f0d9f47f55cc3bc45afa,False,03_Lai_X_datasets,2023-10-23 19:47:00
_5f4d18326853,_5f4d18326853_u000,"Honoured to speak at the @AmChamTaiwan Luncheon where I shared my vision for cross-strait stability and Taiwan-US cooperation in various sectors. Our unwavering partnership will continue to pave the way for a future of democracy, peace, and prosperity. #StrongerTogether",context,,,[],[],False,,e38042c66068ded3233089dbc20a5497,False,03_Lai_X_datasets,2023-10-18 11:29:00
_df4736adfda0,_df4736adfda0_u000,Delighted to welcome @BoardChairAIT Laura Rosenberger back to Taiwan!,context,,"At the Taiwan Hakka Tea Culture Museum, I introduced Taiwan’s diverse cultures, culinary innovations, and great-tasting tea. I am committed to strengthening the Taiwan-US partnership in the years to come.",[],[],False,,d7c107dfc62bc7fb493cee88ccdf3511,False,03_Lai_X_datasets,2023-10-17 23:43:00
_df4736adfda0,_df4736adfda0_u001,"At the Taiwan Hakka Tea Culture Museum, I introduced Taiwan’s diverse cultures, culinary innovations, and great-tasting tea. I am committed to strengthening the Taiwan-US partnership in the years to come.",context,Delighted to welcome @BoardChairAIT Laura Rosenberger back to Taiwan!,,[],[],False,,6a93a3edf9889ebda9dffe954c9c9301,False,03_Lai_X_datasets,2023-10-17 23:43:00
_7574a2066134,_7574a2066134_u000,Honored to have been invited to speak at this year's Yushan Forum. Alone we may go fast;,context,,"together we can go far. Amid mounting global challenges, Taiwan will continue to work with like-minded partners to advance democracy, peace &amp;",[],[],False,,30a3ec4c5941277baff607fb91f36ba1,False,03_Lai_X_datasets,2023-10-12 18:42:00
_7574a2066134,_7574a2066134_u001,"together we can go far. Amid mounting global challenges, Taiwan will continue to work with like-minded partners to advance democracy, peace &amp;",context,Honored to have been invited to speak at this year's Yushan Forum. Alone we may go fast;,prosperity in the region and beyond.,[],[],False,,e5c84c8e205cece3cec31d9b906bc048,False,03_Lai_X_datasets,2023-10-12 18:42:00
_7574a2066134,_7574a2066134_u002,prosperity in the region and beyond.,context,"together we can go far. Amid mounting global challenges, Taiwan will continue to work with like-minded partners to advance democracy, peace &amp;",,[],[],False,,cc0c0b8931ac3922553aed120da9ffe4,False,03_Lai_X_datasets,2023-10-12 18:42:00
_bda253869e37,_bda253869e37_u000,"On the National Day of the ROC (Taiwan), I pledge to build on the foundation President @iingwen has laid over the past eight years, resolutely leading #Taiwan forward on the path of democracy, peace, and prosperity.",context,,,[],[],False,,f14c473a2fb9ce2ba2fcf9244f57cb90,False,03_Lai_X_datasets,2023-10-10 18:14:00
_6b421cb4765f,_6b421cb4765f_u000,Taiwan continues to stand with the global community in condemning the violence and attacks on Israeli civilians. Disputes must be resolved through peaceful means.,context,,,[],[],False,,2468a2e0a1c69a3e3c5c55d57b8cb7b7,False,03_Lai_X_datasets,2023-10-08 16:15:00
_b2c953a763b1,_b2c953a763b1_u000,私が読売新聞 @Yomiuri_Online のインタビューで、台日関係を重視することを表明しました。,context,,まさかの時の友こそ、真の友、台日は近隣国だが、家族のような緊密な間柄です。,[],[],False,,1524706dac4ba1761d4060918608b5f0,False,03_Lai_X_datasets,2023-10-06 14:59:00
_b2c953a763b1,_b2c953a763b1_u001,まさかの時の友こそ、真の友、台日は近隣国だが、家族のような緊密な間柄です。,context,私が読売新聞 @Yomiuri_Online のインタビューで、台日関係を重視することを表明しました。,相互信頼の基礎で全方位的な連携を進めていきます。,[],[],False,,c0c62e7171120c95a9c7cf8395ba676a,False,03_Lai_X_datasets,2023-10-06 14:59:00
_b2c953a763b1,_b2c953a763b1_u002,相互信頼の基礎で全方位的な連携を進めていきます。,context,まさかの時の友こそ、真の友、台日は近隣国だが、家族のような緊密な間柄です。,,[],[],False,,51ecee28eefeff95df9fdb77c6b49823,False,03_Lai_X_datasets,2023-10-06 14:59:00
_53e140c8a763,_53e140c8a763_u000,私はNHK@nhk_newsのインタビューを受けました。,context,,台湾は日本と全方位的な連携を展開すべきだと思い、国民同士の交流強化、経済分野での連携、及び地域安全保障での連携を含め、さらに連携しながら2050年ネットゼロ移行等の挑戦に取り組んでいかなければなりません。,[],[],False,,4fdac11ad95221fa2e3ab560f88e61a5,False,03_Lai_X_datasets,2023-10-05 22:28:00
_53e140c8a763,_53e140c8a763_u001,台湾は日本と全方位的な連携を展開すべきだと思い、国民同士の交流強化、経済分野での連携、及び地域安全保障での連携を含め、さらに連携しながら2050年ネットゼロ移行等の挑戦に取り組んでいかなければなりません。,context,私はNHK@nhk_newsのインタビューを受けました。,,[],[],False,,0be32d5cccb50869a17f3496f672542c,False,03_Lai_X_datasets,2023-10-05 22:28:00
_55f677c6fed5,_55f677c6fed5_u000,"With the #UNGA78 under way, I want to take this opportunity to thank all who have spoken up on #Taiwan’s behalf at the @UN &amp;",context,,elsewhere. Taiwan’s global engagement serves the interests of both the Taiwanese people and the international community.,[],[],False,,3d191c7b886d31b1d78349f9f8906888,False,03_Lai_X_datasets,2023-09-21 15:32:00
_55f677c6fed5,_55f677c6fed5_u001,elsewhere. Taiwan’s global engagement serves the interests of both the Taiwanese people and the international community.,context,"With the #UNGA78 under way, I want to take this opportunity to thank all who have spoken up on #Taiwan’s behalf at the @UN &amp;",,[],[],False,,539d6639819c29457e017581571b5dff,False,03_Lai_X_datasets,2023-09-21 15:32:00
_bde54b2477fb,_bde54b2477fb_u000,It was an honor joining industry leaders at the SEMI 2023 Leadership Gala Dinner. The semiconductor industry is both Taiwan's strength &amp;,context,,"responsibility, and we will continue to work with other democracies to create a secure &amp;",[],[],False,,c0136671aec2e7f8074d99b034204fc0,False,03_Lai_X_datasets,2023-09-07 22:32:00
_bde54b2477fb,_bde54b2477fb_u001,"responsibility, and we will continue to work with other democracies to create a secure &amp;",context,It was an honor joining industry leaders at the SEMI 2023 Leadership Gala Dinner. The semiconductor industry is both Taiwan's strength &amp;,resilient global supply chain.,[],[],False,,757047b6baee02e08e0ea89b1ba4a92e,False,03_Lai_X_datasets,2023-09-07 22:32:00
_bde54b2477fb,_bde54b2477fb_u002,resilient global supply chain.,context,"responsibility, and we will continue to work with other democracies to create a secure &amp;",,[],[],False,,7a5efa554f35d0ca479b8591bd60636a,False,03_Lai_X_datasets,2023-09-07 22:32:00
_3221cd31ff8a,_3221cd31ff8a_u000,Today I held a press conference announcing the blueprint of my future policy initiatives. We will work towards democracy &amp;,context,,"peace, innovation &amp;",[],[],False,,1111475f52c1717f922ff4da6e96a3b1,False,03_Lai_X_datasets,2023-09-06 21:27:00
_3221cd31ff8a,_3221cd31ff8a_u001,"peace, innovation &amp;",context,Today I held a press conference announcing the blueprint of my future policy initiatives. We will work towards democracy &amp;,"prosperity, as well as equality &amp;",[],[],False,,9caee327fa4f44a361da4cfe8597e9c9,False,03_Lai_X_datasets,2023-09-06 21:27:00
_3221cd31ff8a,_3221cd31ff8a_u002,"prosperity, as well as equality &amp;",context,"peace, innovation &amp;",sustainability to bring a better future for Taiwan.,[],[],False,,9841abde98e8847b76b64db772381a6d,False,03_Lai_X_datasets,2023-09-06 21:27:00
_3221cd31ff8a,_3221cd31ff8a_u003,sustainability to bring a better future for Taiwan.,context,"prosperity, as well as equality &amp;",,[],[],False,,f90473bea8e3f5434d5e1baf451c057a,False,03_Lai_X_datasets,2023-09-06 21:27:00
_062addf8396f,_062addf8396f_u000,"Enjoyed my conversations with @BoardChairAIT and our friends in #SanFrancisco. This stopover was short, but nonetheless meaningful. I hope to see you all in Taiwan soon!",context,,,[],[],False,,ebe83e2341dbf9c89047e75cdf4bff23,False,03_Lai_X_datasets,2023-08-17 21:09:00
_ea307c3b8ca9,_ea307c3b8ca9_u000,"Excited to be back in #SanFrancisco, and looking forward to seeing many of our friends in the #BayArea. Thank you @BoardChairAIT &amp;",context,,@Bikhim for greeting me at the airport.,[],[],False,,5c27f7315e379c2bf6fa05d7de39759e,False,03_Lai_X_datasets,2023-08-17 07:43:00
_ea307c3b8ca9,_ea307c3b8ca9_u001,@Bikhim for greeting me at the airport.,context,"Excited to be back in #SanFrancisco, and looking forward to seeing many of our friends in the #BayArea. Thank you @BoardChairAIT &amp;",,[],[],False,,5cc15a63019b51cc1ce4b4b39df8afd1,False,03_Lai_X_datasets,2023-08-17 07:43:00
_97b6de75d0a9,_97b6de75d0a9_u000,"Es un honor asistir a la toma de mando del Presidente del Paraguay. Auguro que el Paraguay alcance las metas del gobierno bajo el mandato de @SantiPenap, anhelando que los dos países se traten como hermanos como dijo @SantiPenap, y se continúe profundizando nuestra amistad.",context,,,[],[],False,,0aafb0a1af54a564ed1f1961602096b4,False,03_Lai_X_datasets,2023-08-16 01:46:00
_8a5903497407,_8a5903497407_u000,"Vine a Paraguay para encontrarme con un buen amigo de Taiwán, el Pdte. @MaritoAbdo. Quiero agradecerle su apoyo incansable a Taiwán en las esferas internacionales. Seguro de que nuestras relaciones bilaterales siempre contará con el respaldo de un gran defensor y amigo, el Pdte.",context,,,[],[],False,,50ddbe003cb62e1f204973011b81b18f,False,03_Lai_X_datasets,2023-08-15 09:16:00
_b1de2b5c1cd8,_b1de2b5c1cd8_u000,I was delighted to see so many friends at our lunch banquet in NYC today. What an amazing crowd!,context,,My thanks to @BoardChairAIT for her video greeting and AIT/W Managing Director Ingrid Larson for joining us today.,[],[],False,,9a667874d1fbb7479111dfb6f4ffa08f,False,03_Lai_X_datasets,2023-08-14 05:02:00
_b1de2b5c1cd8,_b1de2b5c1cd8_u001,My thanks to @BoardChairAIT for her video greeting and AIT/W Managing Director Ingrid Larson for joining us today.,context,I was delighted to see so many friends at our lunch banquet in NYC today. What an amazing crowd!,,[],[],False,,8fc23160e87d5817bd797900c91758b4,False,03_Lai_X_datasets,2023-08-14 05:02:00
_776fc0451af6,_776fc0451af6_u000,"Thank you @boardchairait for the warm welcome to NYC, and congratulations to your family on this important occasion of your sister’s wedding. I look forward to seeing you in SFO!",context,,,[],[],False,,3704a0040115341e456ecc21c333623b,False,03_Lai_X_datasets,2023-08-13 12:14:00
_851d10339bf0,_851d10339bf0_u000,"Happy to arrive at the #BigApple, icon of liberty, democracy &amp;",context,,opportunities. It’s very nice of @Bikhim &amp;,[],[],False,,9d4dff90f3c4bfa66bebfa28556768c1,False,03_Lai_X_datasets,2023-08-13 09:35:00
_851d10339bf0,_851d10339bf0_u001,opportunities. It’s very nice of @Bikhim &amp;,context,"Happy to arrive at the #BigApple, icon of liberty, democracy &amp;",#AIT’s Ingrid Larson to greet me with a warm welcome at @JFKairport. Looking forward to seeing friends &amp;,[],[],False,,e8cc4ce6892f84dbddb482997abfbf47,False,03_Lai_X_datasets,2023-08-13 09:35:00
_851d10339bf0,_851d10339bf0_u002,#AIT’s Ingrid Larson to greet me with a warm welcome at @JFKairport. Looking forward to seeing friends &amp;,context,opportunities. It’s very nice of @Bikhim &amp;,attending transit programs in #NewYork.,[],[],False,,02ba2d5577ae8a164d9c53f1ff32e491,False,03_Lai_X_datasets,2023-08-13 09:35:00
_851d10339bf0,_851d10339bf0_u003,attending transit programs in #NewYork.,context,#AIT’s Ingrid Larson to greet me with a warm welcome at @JFKairport. Looking forward to seeing friends &amp;,,[],[],False,,57e71f3ecc7c5e33cccec5d85dedaf4a,False,03_Lai_X_datasets,2023-08-13 09:35:00
_1d3ad583d01a,_1d3ad583d01a_u000,"Departing to attend @SantiPenap's inauguration. As special envoy, I will offer congratulations on behalf of @iingwen and the people of Taiwan. Paraguay is an important friend and partner for Taiwan. Working together, I look forward to enhancing our bilateral relationship.",context,,,[],[],False,,4ef977d4480dd30e1c64383945c29023,False,03_Lai_X_datasets,2023-08-12 19:24:00
_4f1c3846470d,_4f1c3846470d_u000,Departing soon for #Asuncion to attend @SantiPenap’s inauguration &amp;,context,,convey to him &amp;,[],[],False,,b2d3ed52de5570ea0bcafc8697d2d7f5,False,03_Lai_X_datasets,2023-08-12 10:00:00
_4f1c3846470d,_4f1c3846470d_u001,convey to him &amp;,context,Departing soon for #Asuncion to attend @SantiPenap’s inauguration &amp;,the people of #Paraguay the best wishes of @iingwen &amp;,[],[],False,,1c9e24104caf64a14c920b70ae48fa20,False,03_Lai_X_datasets,2023-08-12 10:00:00
_4f1c3846470d,_4f1c3846470d_u002,the people of #Paraguay the best wishes of @iingwen &amp;,context,convey to him &amp;,#Taiwan. Looking forward to meeting with @MaritoAbdo to express thanks for his staunch support &amp;,[],[],False,,2ade36f1efdf111364bc9b78a393f665,False,03_Lai_X_datasets,2023-08-12 10:00:00
_4f1c3846470d,_4f1c3846470d_u003,#Taiwan. Looking forward to meeting with @MaritoAbdo to express thanks for his staunch support &amp;,context,the people of #Paraguay the best wishes of @iingwen &amp;,excited to meet with #US friends in transit.,[],[],False,,ff610d51fe44ed2c11dae07964542636,False,03_Lai_X_datasets,2023-08-12 10:00:00
_4f1c3846470d,_4f1c3846470d_u004,excited to meet with #US friends in transit.,context,#Taiwan. Looking forward to meeting with @MaritoAbdo to express thanks for his staunch support &amp;,,[],[],False,,83198bda62e5f901e1d3502a838fc405,False,03_Lai_X_datasets,2023-08-12 10:00:00
_8df7ada029a6,_8df7ada029a6_u000,I would like to express my deepest condolence to those who lost their lives and were displaced by the wildfire in Hawaii. May those in need receive the necessary assistance and are able to rebuild their lives quickly.,context,,,[],[],False,,051a1d3babf73f9d9e29ad272e23ebf0,False,03_Lai_X_datasets,2023-08-11 16:05:00
_cadf990b5fb3,_cadf990b5fb3_u000,昭恵夫人との再会を大変うれしく思います。,context,,この機会に台湾社会の安倍元首相に対する感謝の気持ちを昭恵夫人に伝えました。,[],[],False,,8957c603f84e42e8bb98f341053a5377,False,03_Lai_X_datasets,2023-07-20 18:02:00
_cadf990b5fb3,_cadf990b5fb3_u001,この機会に台湾社会の安倍元首相に対する感謝の気持ちを昭恵夫人に伝えました。,context,昭恵夫人との再会を大変うれしく思います。,安倍元首相の台日関係への貢献は台湾の人々の心の中に残り続けるでしょう。,[],[],False,,6048dbf93643dc33c5955c9cf5d03f51,False,03_Lai_X_datasets,2023-07-20 18:02:00
_cadf990b5fb3,_cadf990b5fb3_u002,安倍元首相の台日関係への貢献は台湾の人々の心の中に残り続けるでしょう。,context,この機会に台湾社会の安倍元首相に対する感謝の気持ちを昭恵夫人に伝えました。,私は安倍元首相の遺志を継ぎ、昭恵夫人の激励を胸に、これからも台日関係のために努力し続けます。,[],[],False,,6518f742615733821c3db46690be9c81,False,03_Lai_X_datasets,2023-07-20 18:02:00
_cadf990b5fb3,_cadf990b5fb3_u003,私は安倍元首相の遺志を継ぎ、昭恵夫人の激励を胸に、これからも台日関係のために努力し続けます。,context,安倍元首相の台日関係への貢献は台湾の人々の心の中に残り続けるでしょう。,,[],[],False,,22cb0e6560fa85fc6abdba0e4f37a3db,False,03_Lai_X_datasets,2023-07-20 18:02:00
_57d251794690,_57d251794690_u000,It was a pleasure meeting President-elect Santiago Peña @SantiPenap last week. I look forward to attend his inauguration next month and to further discuss how our democracies can work together for a mutually beneficial future. #DemocraticAlliance,context,,,[],[],False,,a0d6890cf06526a21b60112397d3a02f,False,03_Lai_X_datasets,2023-07-17 22:03:00
_927a9e55b57f,_927a9e55b57f_u000,It was a pleasure to meet National Endowment for Democracy's @NEDemocracy President @DamonMacWilson today to discuss how democracies can work together to build resilience and counter authoritarian influence.,context,,,[],[],False,,23888545641021fcceea0e8ab6802115,False,03_Lai_X_datasets,2023-07-17 15:20:00
