doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,id,custom_id,source_file,source_relpath,L1_label,L1_reasoning,L1_error,L2_labels,L2_reasoning,L2_error
_4e60f29e44fa,_4e60f29e44fa_u002,"柯文哲昨天表示會用民眾黨總統候選人身分拚戰到底,引發外界解讀,認為沒有「侯柯配」選項。",claim,"(11/20 18:37 更新) (中央社記者郭建伸台北20日電)民眾黨總統參選人柯文哲今天表示,他曾向鴻海創辦人郭台銘說,都不清楚比賽規則,怎麼敢參加國民黨總統初選;","而柯文哲昨天也被媒體目擊,誓師大會後赴郭台銘家中會面,是否觸及登記參選議題引發聯想。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,b0db736e40278c674d5e9d559eb37a4b,False,01_Ho_chinatimes_news,2023-11-20 17:38:00,"柯文哲昨天表示會用民眾黨總統候選人身分拚戰到底,引發外界解讀,認為沒有「侯柯配」選項。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5353137254714966,,,True,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,15549,req_5ab3f5f3dc834f409b41707c2fecf805,merged_deduped.csv,merged_deduped.csv,L1-06,選舉布局與政黨競合，非政策/道德,,L2-07,選舉拚戰到底→隱含行動號召→L2-07,
_3072e2621186,_3072e2621186_u010,"殯葬處指出,二殯二期工程追加預算是因受地質變異、物價上漲等因素,前市府任內追加總工程費約2.6億元,經費增加都依規定函送台北市議會審議通過。",claim,"府方針對資訊預算審核有行政程序,各機關爭取預算都是依自身權責,負責審核局處依專業判斷,在這部分予以尊重。",(編輯:戴光育)1120809 文化部公布北流1.9億工程欠款細項 籲柯文哲勿推責 柯文哲留北藝2.3億元爭議 北市編113年預算因應 北藝監造契約寫明不用賠 議員批柯文哲留債市民 柯文哲違反議會決議辦雙城論壇留呆帳 北市藍綠黨團不背書 議員指索雙城論壇資料不給疑黑箱 北市:依往例 揭獲利成長遭質疑 悠遊卡公司:登錄興櫃須公告 郭台銘預告下週與柯侯見面:在等柯文哲電話 一代醫人杜聰明漫畫發表 柯文哲:令人景仰的人物,[],[],False,,ba536bd6fdcbdf9bedf8c0bc83187ace,False,02_Ke_chinatimes_news,2023-08-09 16:38:00,"殯葬處指出,二殯二期工程追加預算是因受地質變異、物價上漲等因素,前市府任內追加總工程費約2.6億元,經費增加都依規定函送台北市議會審議通過。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.2202990651130676,KEEP,0.8465849533677101,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,16390,req_34de7d20de8f440da3ccc0fd0228aa8e,merged_deduped.csv,merged_deduped.csv,L1-06,說明預算追加與審議流程，屬行政管理非經濟,,,殯葬工程預算、物價上漲、議會審議通過→純程序與財務說明，無主權/認同/威脅/動員等國族訊號,
_5f892b13a2d0,_5f892b13a2d0_u001,"藍白合政黨協商15日達成以民調決勝負共識,18日將公布究竟是柯侯配或侯柯配。",context,"(11/17 23:11 更新) (中央社記者管瑞平苗栗縣17日電)民眾黨總統參選人柯文哲今天晚間到苗栗開講,替國民黨立委參選人邱鎮軍拉票展現藍白合誠意,縣長鍾東錦也提問如何幫助苗栗財政,柯文哲說,新政府上任應馬上修財政收支劃分法。","民眾黨晚間在苗栗市玉清宮前舉辦「民眾之聲 廟口開講」,吸引大批民眾到場,無黨籍苗栗縣長鍾東錦、國民黨第2選區立委參選人邱鎮軍也與會參加。",[],[],True,legislative,e41e0c3c757b4f3419ff7954eee74484,False,01_Ho_chinatimes_news,2023-11-17 23:04:00,"藍白合政黨協商15日達成以民調決勝負共識,18日將公布究竟是柯侯配或侯柯配。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.468138575553894,,,False,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,20114,req_13132daf24394a4a899accc88430f82c,merged_deduped.csv,merged_deduped.csv,L1-06,描述政黨協商與選舉配對，屬程序治理,,,政黨協商、民調決勝負、配對公布→僅選舉技術描述，無主權/認同/威脅/動員等國族訊號,
_f75517764baf,_f75517764baf_u015,"第二,她也放棄了美國籍,在她每次參選,都是要經過中選會檢驗的。",context,"小笠原欣幸分析綠藍白副手加分點 蕭美琴趙少康吳欣盈各有微妙影響 趙少康:對中美策略維持等距 左右逢源最符台灣利益 嚇阻北京攻台 蕭美琴:降低中國意圖、強化自身實力 吳欣盈歐洲議會搶發言:老遠來就要強調台灣立場 至於當選後要如何協助總統,蕭美琴指出,她會一起分憂解勞、面對台灣該面對的事件;","她在擔任僑選立委的當天,便已取得中華民國身分證,因此,這些問題在她進入立法院後都已解決。",[],[],False,,50d216e5cecf29e18a92cc41b075e724,False,02_Ke_chinatimes_news,2023-12-14 23:02:00,"第二,她也放棄了美國籍,在她每次參選,都是要經過中選會檢驗的。",True,institution_only,True,gate: core_election,True,KEEP,1.0,KEEP,1.0,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,7150,req_3b06f3ffa83a4267ab375be4bbaea002,merged_deduped.csv,merged_deduped.csv,L1-06,說明候選人資格與程序屬制度治理，排除道德評價,,L2-01,放棄美國籍、取得中華民國身分證→國家身分與法理地位檢驗→L2-01,
_5722c39c336d,_5722c39c336d_u004,"透過 Google News 原本第2場次邀請侯友宜,但主辦單位本月26日於臉書專頁公告,由於須於5月17日中國國民黨確定總統參選人後,才能啟動邀請作業,而聯繫時發現侯友宜於28日已有既定行程,因而無法出席活動。",context,"主辦單位原邀請3黨總統參選人,分別在明天上午、下午、晚間舉辦3場次的活動,地點選在集思台大會議中心,柯文哲場次為早上10時開始,賴清德場次為傍晚5時開始。",(編輯:陳政偉)1120527 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 傳柯侯郭下週見面 侯友宜:謝謝關心 郭台銘預告下週與柯侯見面:在等柯文哲電話 一代醫人杜聰明漫畫發表 柯文哲:令人景仰的人物,"[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,0d7cfa3e917050175d1a164f3195c736,False,01_Ho_chinatimes_news,2023-05-27 20:59:00,"透過 Google News 原本第2場次邀請侯友宜,但主辦單位本月26日於臉書專頁公告,由於須於5月17日中國國民黨確定總統參選人後,才能啟動邀請作業,而聯繫時發現侯友宜於28日已有既定行程,因而無法出席活動。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4447864890098572,,,True,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,1191,req_7c1bc8aee668409484347aa8b42c4903,merged_deduped.csv,merged_deduped.csv,L1-06,單純說明活動邀請與行程安排，屬行政程序,,,僅說明邀請與行程安排，無主權、認同、威脅或動員語彙,
_bb1c7b8b5aee,_bb1c7b8b5aee_u003,"國民黨總統參選人侯友宜的競選政見,也希望2050年綠能占比可以發展到57%,民眾黨總統參選人柯文哲甚至提出2030年要發展綠電到40%占比。",context,"台電今天發布新聞稿指出,不只是台灣政府積極推動綠電,全世界都在積極發展。","再生能源購電的支出則為589億元,只占總支出6.17%,可以明顯看出實際上台電虧損的主因,是因為燃料支出大增。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,debate/manifesto,c7c8fa23f954d8c56458ed5cd8616347,False,02_Ke_chinatimes_news,2023-08-13 18:20:00,"國民黨總統參選人侯友宜的競選政見,也希望2050年綠能占比可以發展到57%,民眾黨總統參選人柯文哲甚至提出2030年要發展綠電到40%占比。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.4194167256355285,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,17583,req_6c189e43215f40cdb82a69dceaef890d,merged_deduped.csv,merged_deduped.csv,L1-06,各候選人能源政策目標，屬政策設計非經濟困境,,L2-07,總統參選人政見、國家能源占比目標→隱含國家願景與行動號召→L2-07,
_763041fd4563,_763041fd4563_u000,彰化縣政府主計處長蕭秀瑛今在議會進行明年度追加減預算。,context,,"彰化縣政府主計處長蕭秀瑛,今在議會報告今年度(112)總預算第1次追加減預算,歲出追加減25.7億元,追加後總預算爆增到613.9億元,刷史上新高,也是繼2019年歲出突破500億元來,才4年縣庫歲出已經飆升到600億元,又創新高了。",[],[],False,,4fde4bf205fe2e6f286f8fead1af1dd2,False,03_Lai_ltn_news,2023-05-03 11:59:26,彰化縣政府主計處長蕭秀瑛今在議會進行明年度追加減預算。,True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.2348678261041641,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,7071,req_a17c3cdb78bf4a6ba9deefd720d1901c,merged_deduped.csv,merged_deduped.csv,L1-06,預算與行政程序，屬政策機制，非經濟結構,,,僅技術性預算程序描述，無主權、威脅、認同、動員或價值論述訊號,
_2c196b556d23,_2c196b556d23_u003,(圖/鏡新聞提供) 區域立委支持度民進黨34.7%、國民黨28.4%、民眾黨9.5%。,claim,"(圖/鏡新聞提供) 在各年齡層支持度方面顯示,柯吳的年輕票支持度是三組中最高的。",(圖/鏡新聞提供) 不分區政黨票支持度民進黨31.9%、國民黨27%、民眾黨18.9%。,"[{""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,f6452264d40ab91781d4093cbb8b3f36,False,01_Ho_tvbs_news.csv,2024-01-13 16:48:00,(圖/鏡新聞提供) 區域立委支持度民進黨34.7%、國民黨28.4%、民眾黨9.5%。,True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.6493111848831177,,,True,KEEP,01_news_datasets/01_Ho_tvbs_news_units.csv,1,,21709,req_5a6f2421bc4a4feabe84ee651f9e94d1,merged_deduped.csv,merged_deduped.csv,L1-06,單純民調數據陳述，屬政治競逐情境,,,單純民調數字與政黨支持度，無主權、認同、威脅或動員等國族建構訊號→不標,
_c90cf7fd7c12,_c90cf7fd7c12_u019,"結束雙邊元首會談與見證3文件簽署儀式後,總統隨後出席南部非洲僑界歡迎晚宴。",context,"總統表示,第3份是雙方討論相當久的計畫,她要特別感謝恩史瓦帝三世國王的幫忙,讓這個計畫得以實現,期待此計畫成功執行,能夠在史瓦帝尼興建戰略儲油槽,從而使能源供應更加安全。","總統除向僑胞們說明台灣的進步與改變,並期盼透過這次訪問,能更了解醫療團和技術團的耕耘成果,亦相信僑胞對故鄉台灣的支持,會讓台灣在走向世界的這條路上,走得更順、更穩,創造更豐碩的成果。",[],[],False,,5ad7e493df7517ebaed1bb609ed702cc,False,02_Ke_ltn_news,2023-09-06 08:28:58,"結束雙邊元首會談與見證3文件簽署儀式後,總統隨後出席南部非洲僑界歡迎晚宴。",True,institution_only,True,gate: core_election,False,REVIEW,0.3884545564651489,,,True,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,8014,req_6d581b982e1c44179c154f5b73fc16bb,merged_deduped.csv,merged_deduped.csv,L1-06,外交出訪行程描述，無安全威脅,,L2-01,雙邊元首會談、文件簽署、出席僑界晚宴→以國家元首身分從事外交行程→L2-01,
_a46a7aeff80d,_a46a7aeff80d_u001,"對此,前副總統呂秀蓮今(6日)表示,「理財的能力」是對從政者的重要要求,建議行政院開記者會釋疑,不要「抓一點點來談」誤導民眾。",claim,"前瞻基礎建設計畫近日成為朝野攻防焦點,總統蔡英文昨強調,前瞻計畫為台灣的發展打下扎實基礎,自己絕對沒有債留子孫,還提到前總統馬英九、前前任總統陳水扁留下的債務大概是新台幣1兆4千億到1兆7千億。","(圖/總統府提供) 好想要你LINE著我,TVBS陪你看盡天下事 好想要你LINE著我,TVBS陪你看盡天下事 50歲後不肥胖、沒3高祕訣!",[],[],False,,06412cc40bef6042f689b534234d22ef,False,01_Ho_tvbs_news.csv,2023-08-06 17:26:00,"對此,前副總統呂秀蓮今(6日)表示,「理財的能力」是對從政者的重要要求,建議行政院開記者會釋疑,不要「抓一點點來談」誤導民眾。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_tvbs_news_units.csv,1,,575,req_62b65cbbfba440b8a4947eb8cf32d5d3,merged_deduped.csv,merged_deduped.csv,L1-06,談從政者理財能力與施政說明，屬政策治理非經濟,,L2-06,批評誤導民眾、理財能力要求→隱含國家應有更好治理標準→L2-06,
_5fded9e0a0d6,_5fded9e0a0d6_u008,"黃珊珊在會後記者會表示,會談最核心問題是產生最強在野候選人方式,民眾黨提出由民調決定;",claim,"實施方式是在22縣市或73區域立委選區設立初選投票所,參加投票民眾不分黨派,須親簽政治理念認同卡才可投票,並採實名制、驗身分證。","但金溥聰認為,國內的民調有信度、效度疑慮,因此提出比照國外民主初選制。","[{""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,93959cb8f74bbcad13582856bb5f84d5,False,02_Ke_chinatimes_news,2023-10-14 20:26:00,"黃珊珊在會後記者會表示,會談最核心問題是產生最強在野候選人方式,民眾黨提出由民調決定;",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5784135460853577,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,12948,req_8670e9b7b16b4f4a9a9053046d3b61a8,merged_deduped.csv,merged_deduped.csv,L1-06,"討論在野候選人產生機制屬政策程序L1-06,非道德攻防",,,討論在野候選人產生方式、民主初選制語境→無主權/認同/威脅/動員等明確國族建構訊號,
_27208b3d7567,_27208b3d7567_u005,"此外,國民黨立法院黨團首席副書記長李德維、副書記長王鴻薇,以及國民黨立委林為洲等人,今天在立法院國民黨團召開記者會。",context,"他說,若檢調認定影片為真,民進黨總統候選人賴清德應該為自己第一時間瞎挺護航羅致政向全民道歉,並請賴清德立即要求羅致政退選。",(編輯:蘇龍麒)1130109 防深偽假訊息干擾大選 調查局主動溯源爭議影片 中國假訊息擾大選 紐時:台灣做好準備需持續對抗 洪申翰稱遭傳不雅片為偽造 刑事局偵辦中 立委深偽影片案 陳建仁:尊重檢調釐清真相 險勝羅致政 葉元之:不被看好選區中贏回一席 新北市第7選區立委 羅致政自行宣布敗選 台灣選後第3天 美媒聚焦三黨,"[{""name"": ""國民黨"", ""party"": ""KMT""}]","[""立法院|institution""]",False,,3cc688337f55ecaff379c4c3dc988644,False,03_Lai_chinatimes_news,2024-01-09 11:07:00,"此外,國民黨立法院黨團首席副書記長李德維、副書記長王鴻薇,以及國民黨立委林為洲等人,今天在立法院國民黨團召開記者會。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,5360,req_2da57e6a9d6c4796a8befa955832a0bc,merged_deduped.csv,merged_deduped.csv,L1-06,單純說明記者會活動，屬程序,,,僅說明國民黨立委召開記者會，無主權、認同、威脅或動員等國族建構訊號,
_b8c48440cdd3,_b8c48440cdd3_u000,"台北市長蔣萬安今天表示,勞動節造成部分家庭成員放假不一致,討論方向值得思考,希望中央政府積極研議,促進更多對話溝通。",claim,,"〔記者蔡思培/台北報導〕明天是五一勞動節,勞工放假一天,但公務員、老師等人員未享勞動節休假,新北市長侯友宜呼籲全國在五一勞動節都放假。",[],[],False,,571f0abbc0b593b1c8f1d39423dfc55a,False,01_Ho_ltn_news,2023/4/30 11:44,"台北市長蔣萬安今天表示,勞動節造成部分家庭成員放假不一致,討論方向值得思考,希望中央政府積極研議,促進更多對話溝通。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.441150099,,,False,KEEP,01_news_datasets/01_Ho_ltn_news_units.csv,1,,7690,req_6418288058d34e098b9b4495089f6ec6,merged_deduped.csv,merged_deduped.csv,L1-06,討論放假制度設計與中央研議層級，屬政策管理非勞工福祉,,,無主權/威脅/認同/動員等國族訊號，僅政策溝通與程序訴求,
_4cf4699d2e73,_4cf4699d2e73_u000,"監院:陳菊盼審計部設發言人澄清 未干涉審計職權 2023/9/18 11:32 (9/18 11:55 更新) (中央社記者陳俊華台北18日電)媒體報導,監察院長陳菊要求審計部設發言人遭疑不當施壓及越權。",context,,"聯合報今天報導,審計部上月公布民國111年度中央政府總決算審核報告,不少資料成了在野黨批評施政不力的佐證;",[],[],False,,3772b5e7e1a06e9f7a7640f6f83900ec,False,02_Ke_chinatimes_news,2023-09-18 11:32:00,"監院:陳菊盼審計部設發言人澄清 未干涉審計職權 2023/9/18 11:32 (9/18 11:55 更新) (中央社記者陳俊華台北18日電)媒體報導,監察院長陳菊要求審計部設發言人遭疑不當施壓及越權。",True,institution_only,False,,False,KEEP,0.4539579749107361,,,False,REVIEW,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,4909,req_8a8d3e9272464fe3b27154fea9e87114,merged_deduped.csv,merged_deduped.csv,L1-06,爭議在政府機關職權與程序，選L1-06排除L1-02,,,監院、審計部、中央政府總決算→僅一般機關職權爭議，無主權/認同/威脅/動員等國族訊號,
_edc29eef2c72,_edc29eef2c72_u010,"高雄市第6選區(鼓山區、鹽埕區、新興區、前金區、苓雅區61里),在現任民進黨立委趙天麟退選後,改由黃捷接棒參選,同選區對手有國民黨陳美雅、喜樂島聯盟郭倍宏等參選人。",context,"郭倍宏說,一名大寮年輕人做了6台競選行動腳踏載具,相當有創意、行動力;",,"[{""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,a650c8a90e4f70a595d9718246dee46e,False,02_Ke_chinatimes_news,2023-12-29 15:49:00,"高雄市第6選區(鼓山區、鹽埕區、新興區、前金區、苓雅區61里),在現任民進黨立委趙天麟退選後,改由黃捷接棒參選,同選區對手有國民黨陳美雅、喜樂島聯盟郭倍宏等參選人。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5189766883850098,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,14638,req_9cd5959c62c348ad93a8918976c7ad90,merged_deduped.csv,merged_deduped.csv,L1-06,單純選情與候選人資訊，屬程序,,,單純選區與候選人資訊，無主權、威脅、認同、動員等國族建構訊號,
meeting1_a39271e8d074,meeting1_a39271e8d074_u001,去按照中华民国宪法的中间路线。,context,"除了这个议题以外,我看到赖主席还是一直在说我,我好像是一个中国的,我还是在这里特别跟麦子一说,不要再抹红我了,我给孩子带官呢中干了是吧?","恩,你我族群党派就按照中华民国宪了,按照两岸人民关系条例面对大陆,大家团结在一起。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,0e2f20f4775bd7206124dc3fe35e4fee,False,meeting1,,去按照中华民国宪法的中间路线。,True,institution_only,False,,False,KEEP,0.642614007,,,False,REVIEW,02_conference_datasets/meeting1_units.csv,3,,1255,req_ea1fbe72f01b49aa93d45a2a8c11858b,merged_deduped.csv,merged_deduped.csv,L1-06,談中華民國憲法治兩岸屬立場與機制非安全威脅,,L2-01,依循中華民國憲法路線→主權與憲政主體展演→L2-01；僅提憲法無國際規範/民主價值延伸→不加L2-03/L2-08,
_ba0691684f77,_ba0691684f77_u006,"他說,他參選時主張要強化竹北市公所的e化施政,而前述紓困金的發放就是第1步,過程需整合戶政、社政、民政、財政、資安、金融、資訊機構等7個系統,好像「越級打怪」一樣,以最基層的行政單位,完成了中央級的e化施政系統和作為。",claim,"另外鄭朝方也強調,他在公共建設方面執行既有公設補救計畫、改善老舊廁所及建物,也完成第4公墓的修繕、他還說今年竹北燈會有40萬人次賞燈、兒童藝術節結合「早療先行」,落實早療兒政見等,沒有辜負鄉親所託。","除了兌現發紓困金、和公所施政e化這2項政見,公所也同步著重公共建設改善,展開既有公設大體檢,啟動改善補救計畫,其中第1步就是率先針對老舊公廁進行翻修整建,預計今年將全部完成。",[],[],False,,0d561b19a36d247c704c4d68425686a2,False,03_Lai_ltn_news,2023-04-03 13:45:57,"他說,他參選時主張要強化竹北市公所的e化施政,而前述紓困金的發放就是第1步,過程需整合戶政、社政、民政、財政、資安、金融、資訊機構等7個系統,好像「越級打怪」一樣,以最基層的行政單位,完成了中央級的e化施政系統和作為。",True,institution_only,True,gate: 3 inst terms,False,KEEP,0.5207088589668274,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,1184,req_b8b02daf7f774bdf95f52c6636abfa16,merged_deduped.csv,merged_deduped.csv,L1-06,主題為行政效能與e化施政，非經濟,,L2-06,基層行政單位完成中央級系統→成就敘事→L2-06；無主權/威脅/動員等其他訊號,
_f09f5147565b,_f09f5147565b_u001,"黨內分析,由於立委選得不錯,國民黨雖在野,但在國會變成第一大黨,黨主席朱立倫可望帶領國民黨到2025年主席改選;",context,"藍營黨內分析朱立倫可望留任黨主席 立院藍白合挑戰大 2024/1/13 23:35 (1/15 11:27 更新) (中央社記者劉冠廷台北13日電)總統大選結果揭曉,國民黨敗陣無法完成政黨輪替。","至於未來如何與民眾黨合作,在立法院以過半席次折衝議事並制衡執政黨,值得觀察。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,0ff0d7fea7fe46e65e7c71b805b47dfb,False,03_Lai_chinatimes_news,2024-01-13 23:35:00,"黨內分析,由於立委選得不錯,國民黨雖在野,但在國會變成第一大黨,黨主席朱立倫可望帶領國民黨到2025年主席改選;",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4843271970748901,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,1401,req_f50f60fadb3049a590d0b7ad56b1511c,merged_deduped.csv,merged_deduped.csv,L1-06,政黨內部權力與人事布局，非政策,,,政黨內部權力與國會席次描述，無主權/國族/民主價值/動員等訊號→不選,
_3051e2469cac,_3051e2469cac_u003,"民國87年,國民黨馬英九當選市長後再選定松菸,不過事隔2年,連任市長失敗的陳水扁當選總統,中央地方分屬藍綠,大巨蛋的進度又慢了下來。",context,"大巨蛋測試賽1萬3000人進場 接駁車交管資訊一次看 大巨蛋光是選址從黃大洲到陳水扁就花了8年,因政黨輪替,前朝方案易被推翻,如黃大洲屬意關渡平原被陳水扁打回票,而扁市府與省政府協調松菸土地不成,朝向市立體育場規劃,卻引來民意擔憂交通問題。","大巨蛋在郝龍斌任內動工,被抗議損壞古蹟、影響老樹保存,再加上零權利金等爭議,使柯文哲競選市長時,稱大巨蛋是五大弊案之一、當選就徹查,挾此氣勢以素人之姿成功坐上市長寶座。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,3785bbc982a2e4a9949280863ff68e9d,False,02_Ke_chinatimes_news,2023-11-18 08:36:00,"民國87年,國民黨馬英九當選市長後再選定松菸,不過事隔2年,連任市長失敗的陳水扁當選總統,中央地方分屬藍綠,大巨蛋的進度又慢了下來。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.3628377318382263,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,4920,req_f78f7b16018b4b4994fbaeadefa15687,merged_deduped.csv,merged_deduped.csv,L1-06,描述政黨輪替與施政進度，屬政府管理非道德評價,,,純市政與政黨輪替描述，無主權、威脅、認同或動員語彙→無,
_a9dd4cf3dcdc,_a9dd4cf3dcdc_u004,"蔡總統今天發表2024新年談話,並回答媒體提問,這也是她擔任中華民國總統8年任期的最後一次元旦,總統談到8年的政績,也說8年來信守承諾、維持現狀,也展現決心、強化國防。",claim,"身為總統,這些都是應該要做的事,只有責任,沒有所謂的驕傲。","不僅是「勇鷹號」已經完成27架,「海鯤號」原型艦也已經下水,全面啟動國防改革,而這個改革是現在進行式。",[],[],False,,20a7e7c00f1b300ed1a05ba529dd1894,False,03_Lai_chinatimes_news,2024-01-01 16:38:00,"蔡總統今天發表2024新年談話,並回答媒體提問,這也是她擔任中華民國總統8年任期的最後一次元旦,總統談到8年的政績,也說8年來信守承諾、維持現狀,也展現決心、強化國防。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,2915,req_c9f104c9ae6b4db7bb28fdee52099399,merged_deduped.csv,merged_deduped.csv,L1-06,主軸為施政與國防治理，選治理不選安全,,L2-01|L2-05|L2-06,中華民國總統→L2-01；8年政績→L2-06；展現決心、強化國防→L2-05,
_e7daa7b9bd7f,_e7daa7b9bd7f_u005,"「身為黨主席我相當了解國會過半的重要性」,賴清德說,回想過去前總統陳水扁執政時期,朝小野大非常辛苦,所有民進黨立委都做得很辛苦。",claim,"更在國際上不斷打壓台灣,「這種時刻人民團結很重要,國會過半很重要」,而趙天麟是立院外交與國防委員會的召集委員,可以說是「護國立委」。","賴清德強調,當時陳水扁得到美國前總統小布希的支持,要採購軍武,卻不斷被在野黨阻撓。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,e6121869d83ac1d7e0b5cfe071ff03ac,False,03_Lai_chinatimes_news,2023-10-15 17:55:00,"「身為黨主席我相當了解國會過半的重要性」,賴清德說,回想過去前總統陳水扁執政時期,朝小野大非常辛苦,所有民進黨立委都做得很辛苦。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5648758411407471,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,20299,req_620798ef05064321bc92585884185544,merged_deduped.csv,merged_deduped.csv,L1-06,談國會席次與執政困難，屬治理與制度,,L2-04|L2-07,國會過半重要性→L2-07；回想陳水扁執政朝小野大辛苦→歷史經驗作論證→L2-04,
_c7ff068d120a,_c7ff068d120a_u008,"官員指出,正副侍衛長的建議名單,是由各軍種提出建議丶經國防部彙整後,提交總統府,這也代表著無論是在國防部層級,或是三軍種司令部層級,都必須對建議名單的候選將官,做出完整的人事考核,然後才是由總統來圈定,如果建議名單人選涉有德行丶操守上的問題,軍種司令部及國防部就應該先行調查排除,萬萬不應出現這種才剛上任2天就被調職現職的尷尬場面。",claim,"依據正副侍衛長人事程序,遇有侍衛長出缺時,要由各軍種提出建議人選(現階中將丶資深少將均可)擔任,副侍衛長出缺時則由各軍種提出建議名單(通常為現階少將,但可提報優秀的資深上校),軍種在內部先行選優及綜合評價之後,提報給國防部,國防部在彙整軍種提報的建議名單後,再呈報給總統府,並由總統圈定人選。","總統府侍衛室過去曾發生「特勤人員涉嫌違法私菸案件」,時任國安局長邱國正當時召開記者會表示,未來在既定制度下,侍衛室將由國安局督考。",[],[],False,,16b421b499b54a3fbf39d00b74d1bf44,False,03_Lai_ltn_news,2023-03-03 14:43:22,"官員指出,正副侍衛長的建議名單,是由各軍種提出建議丶經國防部彙整後,提交總統府,這也代表著無論是在國防部層級,或是三軍種司令部層級,都必須對建議名單的候選將官,做出完整的人事考核,然後才是由總統來圈定,如果建議名單人選涉有德行丶操守上的問題,軍種司令部及國防部就應該先行調查排除,萬萬不應出現這種才剛上任2天就被調職現職的尷尬場面。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,2004,req_18da2a05bae04cc8860a4d35bdffb08b,merged_deduped.csv,merged_deduped.csv,L1-06,批評人事考核與任用流程，屬政府管理，非道德主題,,L2-06,批評人事失當、強調應排除有問題人選→隱含國家應有更好治理標準→L2-06,
