doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,id,custom_id,source_file,source_relpath,L1_label,L1_reasoning,L1_error,L2_labels,L2_reasoning,L2_error
萧美琴专访_d60ae253e66a,萧美琴专访_d60ae253e66a_u121,"萧美琴: 确实是很棘手,因为我们一直想要深化跟美国的经贸关系那我记得有一位以前布什时代的官员曾经跟我说当年他们在跟韩国谈自由贸易协议的时候曾经有内部讨论要不要也跟台湾启动可是那个时候几乎是一面倒的不认为台湾已经准备好也。",claim,"当然是会更容易啦那我觉得台湾民意是有几项共识是可以让我们很清楚的去向美方做说明的包含对我们整个现在的这个想要维护和平的决心那维持现状等等这些在民意各种的指标上都有一定的的这个共识那另外,在经济上面跟美国的经济上有能够进一步的发展包含我们多年来在争取的贸易谈判啦",萧美琴: 他们觉得台湾应该要展现一个跟国际接轨的的努力跟标准。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],False,,804a646139852136dd89580934e03a27,False,萧美琴专访,,"萧美琴: 确实是很棘手,因为我们一直想要深化跟美国的经贸关系那我记得有一位以前布什时代的官员曾经跟我说当年他们在跟韩国谈自由贸易协议的时候曾经有内部讨论要不要也跟台湾启动可是那个时候几乎是一面倒的不认为台湾已经准备好也。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.642885983,,,False,KEEP,02_conference_datasets/Interview_Xiao_units.csv,3,,11274,req_bd309d44051142179ce89940fb7c6c02,merged_deduped.csv,merged_deduped.csv,L1-01,談台美自由貿易協議與經貿關係，屬經濟非施政,,L2-01|L2-03|L2-07,深化跟美經貿關係、談自由貿易協議→國際經貿規範L2-03；以台灣為談判主體→主權行為者L2-01；經貿願景深化→動員願景L2-07,
_3c5ce1c98c79,_3c5ce1c98c79_u015,"今年,台灣不僅和美國達成首批「台美21世紀貿易倡議」簽署,也陸續與菲律賓、印度和越南簽署更新投資協定,而台加「投資促進及保障協議」也啟動談判,種種的努力與成果,讓國際社會看見台灣,深化與台灣的連結。",context,"「過去,民進黨站在第一線對抗專制獨裁政權,如今,我們的新使命是守護台灣,並且促進台灣的民主、和平與繁榮。」 宣言也指出,民進黨身為執政黨,從2016年以來,推動各項經濟政策,持續壯大台灣,也積極連結國際盟友,加強合作。","「台灣需要世界,世界也需要台灣。」台灣以具體行動,成為民主陣營的堅實夥伴,國際挺台聲量也與日俱增。",[],[],False,,8a2959bfc2f5554ab2ee3b2483b1f630,False,03_Lai_ltn_news,2023-07-16 16:36:43,"今年,台灣不僅和美國達成首批「台美21世紀貿易倡議」簽署,也陸續與菲律賓、印度和越南簽署更新投資協定,而台加「投資促進及保障協議」也啟動談判,種種的努力與成果,讓國際社會看見台灣,深化與台灣的連結。",True,institution_only,True,gate: 3 inst terms,False,KEEP,0.4739164113998413,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,12157,req_e63d3b580ae74c5690053b53e50a64a8,merged_deduped.csv,merged_deduped.csv,L1-01,國際經貿協定與投資連結，非安全主權,,L2-01|L2-03|L2-06,與多國簽署協定、啟動談判→主權行為展演L2-01；國際社會看見台灣、深化連結→國際肯定成就L2-06；多邊協定與國際連結作為論據→L2-03,
_f951a121e372,_f951a121e372_u012,"就業方面,台灣去年有派投資團和企業團參訪,可以在電動汽車、食品加工和紡織業上合作,目前有初步草案,經濟部長王美花也會到巴拉圭做進一步的洽談與合作。",context,"賴副總統舉例,教育方面,兩國已經建立了台巴科技大學;","透過 Google News 賴副總統也說,感謝僑胞的努力,讓國際社會看到台灣,也感謝全國人民的努力,讓台灣的實力越來越強,讓國際社會看到台灣是一股良善的力量。",[],[],True,,b60bd15b676bbdfda7e558d5dc62be9b,False,02_Ke_chinatimes_news,2023-08-18 06:56:00,"就業方面,台灣去年有派投資團和企業團參訪,可以在電動汽車、食品加工和紡織業上合作,目前有初步草案,經濟部長王美花也會到巴拉圭做進一步的洽談與合作。",True,institution_only,True,gate: 3 inst terms,False,REVIEW,0.3320763707160949,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,16004,req_ea89f09623bb4c03a50ec12cc3cdff12,merged_deduped.csv,merged_deduped.csv,L1-01,對外投資與產業合作屬經濟議題，排除L1-06,,L2-01|L2-07,對外投資團、部長赴巴拉圭洽談合作→以國家行為者身分從事經貿外交→L2-01；經貿合作願景→L2-07,
_988d79121a4c,_988d79121a4c_u006,"巴拉圭反對黨主張逐步向北京靠攏,稱與台灣的正式外交關係,損害了該國農產品出口中國的利益;",claim,"批評人士則表示,貝尼亞屬於脫離現實的精英階層,且缺乏從政經驗,不過是前總統卡提斯(Horacio Cartes)的傀儡罷了。","貝尼亞卻執意維繫台巴邦交,堅稱「絕不會這樣做」。",[],[],False,,c269f2beb5ff27ddb5191b8f44c98ac5,False,03_Lai_ltn_news,2023-08-16 09:24:16,"巴拉圭反對黨主張逐步向北京靠攏,稱與台灣的正式外交關係,損害了該國農產品出口中國的利益;",True,institution_only,True,gate: strong_anchor,False,KEEP,0.4251401424407959,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,17090,req_09b85fa993894812b8ea9b0a64361ca4,merged_deduped.csv,merged_deduped.csv,L1-01,主題為農產品出口利益的經貿考量，非主權安全,,L2-01|L2-05,與台灣的正式外交關係→主權行為預設→L2-01；外交選邊影響利益→國家層級利害→L2-05,
_cea778b68875,_cea778b68875_u023,"從貿易便捷化到中小企業的就業和成長,乃至各項全球新興的貿易議題,臺美將簽署自1979年以來,最全面性的貿易協定。",context,"就在昨天,臺美雙方共同宣布,「台美21世紀貿易倡議」首批協定內容。","這不只是讓臺美經貿關係,邁向新的里程碑,也為臺灣和主要貿易國家洽簽貿易協定,跨出重要的一步。",[],[],False,,b9315684a7c20a4725f93cb1efdf5b6f,False,03_Lai_ltn_news,2023-05-20 10:51:47,"從貿易便捷化到中小企業的就業和成長,乃至各項全球新興的貿易議題,臺美將簽署自1979年以來,最全面性的貿易協定。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.1560586243867874,KEEP,0.8675375506281853,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,16273,req_2b28924e6ad54cf68945969e5ede5c96,merged_deduped.csv,merged_deduped.csv,L1-01,主題為台美貿易與就業成長，屬經濟,,L2-01|L2-06,台美將簽署貿易協定→主權行為展演L2-01；最全面性協定→成就/里程碑隱含自豪L2-06,
_5ca61db1548b,_5ca61db1548b_u009,"跨足晶片有內部需求因素,「同時我們也想要確保供應鏈安全」,他說數年前便開始分析、接觸多個潛在合作對象,直到2021年底,經立陶宛和台灣政府牽線、與工研院商談後,才終於成形。",claim,"他在中央社專訪中表示,自製晶片的構想其實早在台灣與立陶宛外交關係突飛猛進之前就開始。","Teltonika的半導體藍圖包括晶片設計中心、8吋晶圓廠、封裝及測試廠,以及供電模組的組裝測試廠,企圖心很大。",[],[],False,,47d8dc488d34cf3d213abb9c9b468d02,False,03_Lai_chinatimes_news,2023-07-18 12:17:00,"跨足晶片有內部需求因素,「同時我們也想要確保供應鏈安全」,他說數年前便開始分析、接觸多個潛在合作對象,直到2021年底,經立陶宛和台灣政府牽線、與工研院商談後,才終於成形。",True,institution_only,True,gate: 3 inst terms,False,KEEP,0.4321932196617126,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,6394,req_2205340ac80242d793be579b12de0cac,merged_deduped.csv,merged_deduped.csv,L1-01,供應鏈安全屬經濟安全與產業布局，非國防,,L2-01|L2-05,供應鏈安全→L2-05；台灣政府牽線合作→L2-01,
_b2bd813b7466,_b2bd813b7466_u002,"外交部表示,期盼訪賓此行更了解台灣與比利時、歐洲經貿合作現況,未來持續協助拓展各領域實質關係。",claim,首次上稿 00:13更新時間 06:08 〔記者呂伊萱/台北報導〕比利時前副總理戴古特(Karel De Gucht)訪問台灣。,"戴古特於4月25日至28日訪台,外交部25日發布新聞稿表達誠摯歡迎。",[],[],False,,fe2133e6a08e86145b66dc1e3411fcc3,False,02_Ke_ltn_news,2023-04-26 06:08:39,"外交部表示,期盼訪賓此行更了解台灣與比利時、歐洲經貿合作現況,未來持續協助拓展各領域實質關係。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,False,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,22391,req_7325bc55a858413aa0ff4babbb6d70b0,merged_deduped.csv,merged_deduped.csv,L1-01,經貿合作與關係拓展，非主權安全,,L2-01,外交部發言+拓展實質關係→主權行為展演L2-01；無威脅/價值/動員等其他明顯訊號,
_ebdeee25b40f,_ebdeee25b40f_u010,"蔡英文特別強調,高階文官應充實自我的國際競爭力,全球政經局勢快速變化,確保國家安全,維持經濟成長,就要和國際社會密切交流,台灣與世界接軌的腳步不能停歇,好的英語能力可以為台灣發聲,讓世界看見台灣。",claim,"蔡英文對高階文官提出4點期許,首先是「打造淨零時代競爭力」,希望政府與民間齊心努力,讓台灣朝永續發展邁開大步;","考試院長黃榮村則表示,今天開訓的課程是高階文官團的前端,因武肺疫情,全世界發現到台灣在半導體和晶片有足可影響世界的實力,這也是因為文官體系擁有高瞻遠矚能力,協助科學園區建置,有效透過國科會等跨部會合作、大學高階人才培育等良好政策,匯聚各方力量才使台灣有今日的表現,期許最高階的文官們為國家再創高峰。",[],[],False,,ed432aa24f41a4f9f88d3eeaf91f9b9a,False,03_Lai_ltn_news,2023-05-12 10:17:02,"蔡英文特別強調,高階文官應充實自我的國際競爭力,全球政經局勢快速變化,確保國家安全,維持經濟成長,就要和國際社會密切交流,台灣與世界接軌的腳步不能停歇,好的英語能力可以為台灣發聲,讓世界看見台灣。",True,institution_only,True,gate: 3 inst terms,False,KEEP,0.6135002374649048,,,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,20935,req_8289c55bc9124394987b97b98b2a0461,merged_deduped.csv,merged_deduped.csv,L1-01,主軸經濟與國際競爭力，非安全威脅,,L2-01|L2-05|L2-06|L2-07,國家安全→L2-05；為台灣發聲、讓世界看見台灣→L2-06；與世界接軌腳步不能停歇→L2-07；國家安全作為目標→L2-01？（偏安全化）,
_60989024f60c,_60989024f60c_u013,"賴清德副總統昨接見日本自民黨熊本國會議員訪台團時說,地緣政治衝突,全球正尋找值得信賴且安全的產業鏈,使台積電到熊本縣投資具重大意義。",claim,"黨秘書長許立明會中提及,爭取國民黨總統提名的鴻海創辦人郭台銘近期聲量升高,與新北市長侯友宜的支持度已打平。","自民黨副幹事長坂本哲志眾議員則祝福賴清德在明年總統大選旗開得勝,繼續為台日關係打拚。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,6e8470617fcf7e3546f2c6fc5078362a,False,01_Ho_ltn_news,2023/5/4 5:30,"賴清德副總統昨接見日本自民黨熊本國會議員訪台團時說,地緣政治衝突,全球正尋找值得信賴且安全的產業鏈,使台積電到熊本縣投資具重大意義。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_ltn_news_units.csv,1,,9686,req_8182167955aa4c19bf7e72bdd58edd5b,merged_deduped.csv,merged_deduped.csv,L1-01,主題為產業鏈與投資經濟意義，非安全威脅,,L2-01|L2-05|L2-06,副總統接見日本國會議員訪台團→主權展演L2-01；地緣政治衝突、尋找安全產業鏈→威脅感L2-05；台積電投資具重大意義→成就/自豪L2-06,
_44508b312d83,_44508b312d83_u004,"賴副總統指出,人工智慧(AI)的時代來臨,未來不會AI就像現在不會電腦一樣,政府有責任將台灣打造為AI服務在亞太的樞紐,吸引國際公司來投資設點,並讓AI產業化,進一步協助中小企業升級轉型。",claim,"他說,過去擔任行政院長時,他提出優化創新創業生態系,內容包含人才培育、鼓勵早期資金投注、鬆綁法令或建立新的沙盒環境,希望台灣能接軌國際,成為亞太新創樞紐,未來他會在這些基礎上持續推動,讓每個有夢想的年輕人都能得到政府支持、民間合作。","透過 Google News 此外,賴副總統說,他將建立前瞻科技研發創新平台、軟體研發平台、淨零科技研發平台,且科技是為了解決人類生活上面臨的各種問題,所以他非常重視人文社會科學及跨領域科技研究,兩者並重才能打造和諧包容社會。",[],[],False,,9ba343fa30dce6a6fa907aff2fdd1eb4,False,03_Lai_chinatimes_news,2023-10-24 14:06:00,"賴副總統指出,人工智慧(AI)的時代來臨,未來不會AI就像現在不會電腦一樣,政府有責任將台灣打造為AI服務在亞太的樞紐,吸引國際公司來投資設點,並讓AI產業化,進一步協助中小企業升級轉型。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,13708,req_4792b3d60d5944c1bad11a0de33b0bfe,merged_deduped.csv,merged_deduped.csv,L1-01,AI與產業升級、吸引投資屬經濟發展框架，非單純政策機制,,L2-01|L2-07,將台灣打造為AI樞紐→願景動員L2-07；吸引國際公司投資設點、亞太樞紐→主權行為預設L2-01,
_c0d896f2eb65,_c0d896f2eb65_u010,"針對基隆捷運經費龐大,議長童子瑋(左一)表示這是基隆20年「轉骨」的機會,基隆不能失去主體性。",claim,"他認為最重要的,是地方政府要提出確切的規劃構想與明確的窒礙難行之處,對地方的民意期待負責,讓與中央的溝通討論能更有交集。",,[],[],False,,68980f3070568d74525514dbd8fb6324,False,01_Ho_ltn_news,2023/3/7 16:34,"針對基隆捷運經費龐大,議長童子瑋(左一)表示這是基隆20年「轉骨」的機會,基隆不能失去主體性。",True,institution_only,False,,False,KEEP,0.522550404,,,False,REVIEW,01_news_datasets/01_Ho_ltn_news_units.csv,1,,9169,req_cac87c394f2c49ef8921d9c562ef767e,merged_deduped.csv,merged_deduped.csv,L1-01,地方建設帶動發展，經濟轉骨機會,,L2-01|L2-07,「基隆不能失去主體性」→地方主體性隱喻國族/集體主體→L2-01；轉骨機會+不能失去→願景與隱性動員→L2-07,
_fb0e4d768d05,_fb0e4d768d05_u004,"賴清德說,他的政見包括在政治上維持現狀,國防上提升力量,經濟產業部分則會投資下一代科技創新,希望台灣企業可以立足台灣、布局全球、行銷全世界,讓台灣經濟成為日不落國。",claim,"賴清德致詞表示,2016年台灣選對了總統蔡英文,選了正確道路,台灣目前是世界民主模範生,也是世界經濟優等生,同時也證明台灣是世界上一股良善的力量。","賴清德指出,有民眾很擔心國民黨總統參選人當選後,會接受一國兩制、九二共識,開啟兩岸服貿協議,會對服務業造成很大衝擊,希望台灣能持續朝正確的道路前進,不能走回依賴中國的老路。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,debate/manifesto,e4abbeff11618f51086e92525be360b7,False,02_Ke_chinatimes_news,2023-12-05 22:00:00,"賴清德說,他的政見包括在政治上維持現狀,國防上提升力量,經濟產業部分則會投資下一代科技創新,希望台灣企業可以立足台灣、布局全球、行銷全世界,讓台灣經濟成為日不落國。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,20164,req_26b5b0af7b614e628afad8acb22d8d43,merged_deduped.csv,merged_deduped.csv,L1-01,主題為經濟發展與產業布局，非國防主權,,L2-01|L2-03|L2-06|L2-07,"維持現狀→L2-03；立足台灣布局全球行銷全世界→L2-01；讓台灣經濟成為日不落國→L2-06, L2-07",
_53a4fda3c7de,_53a4fda3c7de_u007,"林昱嘉說,當今國際間都在提倡性別平權的制服,希望我國可以從國家單位做出裁定,讓航空公司提供員工更多元的選擇,並讓職場的性別不平等制度逐漸退場。",claim,,"桃園市空服員職業工會秘書長周聖凱說,行政院常說我國性平表現是亞洲第一,但在航空業的表現上卻是遠遠落後於其他國家。",[],[],False,,4cca489b29c1db33eee6e8c0ee7b6e81,False,02_Ke_ltn_news,2023-08-01 13:50:21,"林昱嘉說,當今國際間都在提倡性別平權的制服,希望我國可以從國家單位做出裁定,讓航空公司提供員工更多元的選擇,並讓職場的性別不平等制度逐漸退場。",True,institution_only,True,gate: 3 inst terms,False,REVIEW,0.2577648460865021,,,True,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,6825,req_ced9fe9ffbdb41acabc2751cf464f312,merged_deduped.csv,merged_deduped.csv,L1-05,"批評職場性別不平等屬結構性不公,非單純人文關懷",,L2-01|L2-03|L2-07,我國、國家單位→L2-01；國際間都在提倡→L2-03；性別平權制度願景→L2-07,
_a7283ccefcb1,_a7283ccefcb1_u015,"對於柯文哲曾稱內心本質是「深綠」、外交路線將依循總統蔡英文,黃國昌說,並不在意柯文哲內心什麼顏色,而是在意是否能正視年輕世代遇到的問題,賴清德、國民黨總統參選人侯友宜和柯文哲「都是中華民國」,所有人都生活在這塊土地,不要以意識形態撕裂社會,「不要你自己是親中愛台,別人就是親中舔共」。",claim,"黃國昌加入民眾黨並列為不分區立委,受到關注,他稍早公布與民眾黨主席柯文哲的會談記錄,內容觸及合作原則價值;",(編輯:翟思嘉)1121207 王鴻薇指賴清德老家違建逃稅 賴競總:烏龍爆料 柯文哲竹市老家疑違建 何瑞英自行雇工拆5樓曬衣場1樓雨遮 黃國昌自拆占國有地違建 新北:9/8現勘確認 綠:馬文君家族涉占國有地 特權占地是國民黨DNA 新北:黃國昌汐止家和賴家是既存違建 拍照列管 民眾黨拋財政政見 修財劃法限制特別預算空白授權 遭質疑與綠能業者關係 屏縣府:聯合再生未建置案場 余天破流言站台相挺 賴清德提新北發展核心動力願景 蔡總統彰化市參香 盼鄉親支持黃秀芳連任立委 2024/01/22 16:57 2024/01/15 11:44 2024/01/14 21:26 2024/01/14 20:59 2024/01/14 20:34 2024/01/14 20:09,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,c4f2b48639359e8514f936e047df6d9c,False,01_Ho_chinatimes_news,2023-12-07 16:44:00,"對於柯文哲曾稱內心本質是「深綠」、外交路線將依循總統蔡英文,黃國昌說,並不在意柯文哲內心什麼顏色,而是在意是否能正視年輕世代遇到的問題,賴清德、國民黨總統參選人侯友宜和柯文哲「都是中華民國」,所有人都生活在這塊土地,不要以意識形態撕裂社會,「不要你自己是親中愛台,別人就是親中舔共」。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,17327,req_51bde89a1abc402ca60aa272cf5f197a,merged_deduped.csv,merged_deduped.csv,L1-05,反對意識形態撕裂社會，屬社會正義框架，非情緒,,L2-01|L2-07,「都是中華民國」共同身分→L2-01；反意識形態撕裂、親中愛台/舔共標籤→隱含共同體團結與價值→L2-07,
_817762e5f4b1,_817762e5f4b1_u005,"案經上訴,最高行政法院認定,原住民來自血緣關係,是與生俱來,不是國家權利恩賜,也不是靠登記而取得身分,案件調查不周全,廢棄原判決,發回台北高等行政法院。",context,"西拉雅族正名案 憲法法庭判原住民身分法違憲3年內應修法 原民法部分違憲 南島語系3條件可申請為原住民族 原民法違憲 南市府:還給西拉雅族原住民身分 台北高等行政法院一審認定,此案並不符合原住民身分法第2條第2款「並申請戶籍所在地鄉(鎮、市、區)公所登記為平地原住民有案者」的要件,依法不具有平地原住民身分,判決駁回。","北高行更一審合議庭法官認為本案有違憲之虞,裁定停審並聲請釋憲。",[],[],False,,40e24ea46fc0f4e79645f8d392c54d71,False,03_Lai_chinatimes_news,2023-05-11 18:20:00,"案經上訴,最高行政法院認定,原住民來自血緣關係,是與生俱來,不是國家權利恩賜,也不是靠登記而取得身分,案件調查不周全,廢棄原判決,發回台北高等行政法院。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.3566641807556152,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,5740,req_a2ecba9ff2564da9b3ff22eaec49a877,merged_deduped.csv,merged_deduped.csv,L1-05,司法對原民身分的結構性認定，屬平等正義,,L2-01|L2-02,「不是國家權利恩賜」界定國家與族群身分關係→L2-01；強調血緣天賦身分→群體身分邊界→L2-02,
_08287742f862,_08287742f862_u008,"此外,遊行隊伍在市府廣場整隊出發前,蘇貞昌現身致意表示,很高興和大家站在一起,這是經過多少年、許多人的努力,一直勇敢堅持價值與一起對抗謠言,終於能讓台灣成為亞洲第一個婚姻平權國家,讓每個人都能享受幸福並得到幸福。",claim,"賴清德表示,此過程充滿許多悲傷、感動與喜極而泣的眼淚,他要跟所有好朋友說明,婚姻平權不是終點、只是台灣平權文化的起點,未來他會跟大家站在一起,在多元同行的路上一起邁進,「我會堅定的挺你做自己,讓台灣更美麗」。",(編輯:林克倫)1121028 賴清德:中國企圖影響台灣選舉 建立親中政權 賴清德:與其靠中國善意求和平 不如靠自己 蘇貞昌閣揆任內力挺婚姻平權 28日參與同志大遊行 蘇貞昌新書會 閣員細數「怕漏接電話」症候群趣事,[],[],True,,aead7923bc79bcbb23a96e296085bd79,False,03_Lai_chinatimes_news,2023-10-28 17:45:00,"此外,遊行隊伍在市府廣場整隊出發前,蘇貞昌現身致意表示,很高興和大家站在一起,這是經過多少年、許多人的努力,一直勇敢堅持價值與一起對抗謠言,終於能讓台灣成為亞洲第一個婚姻平權國家,讓每個人都能享受幸福並得到幸福。",True,institution_only,True,gate: 2 inst terms,False,KEEP,0.498552143573761,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,15363,req_4380c4e3eaac449c9906d684276d7e3a,merged_deduped.csv,merged_deduped.csv,L1-05,婚姻平權與平等權利，屬社會正義,,L2-01|L2-06|L2-07|L2-08,「台灣成為亞洲第一個婚姻平權國家」→L2-01；「亞洲第一個」成就、自豪→L2-06；「和大家站在一起」「一起邁進」→L2-07；平權、價值→L2-08,
_9ca84c4653f3,_9ca84c4653f3_u004,"徐春鶯表示,她在台灣生活30年,持有台灣身分證23年,她與所有台灣人一樣,取得身分證後,就能申辦護照,她已是中華民國國民,應該遵守中華民國憲法,也應該享受中華民國給她的公民權益,最近媒體開始報導民眾黨的不分區立委名單中有她的名字,她才發現,其實在台灣的中國配偶沒有真正地被認同,「我滿心寒的」。",claim,"徐春鶯今日下午召開記者會,台灣首位獲政黨提名為不分區立委的中籍配偶、現任桃園市新住民家庭服務中心副執行長的牛春茹也出席記者會。","徐春鶯強調,她不是共產黨員,也從未加入共產黨、共青團,對於民進黨立委質疑她的背景,副總統賴清德也稱她是共產黨員,徐反問賴「有證據嗎?」,請賴清德拿出證據,出動國家機器調查她,若查出她是共產黨員,她願意註銷台灣身份、驅逐出境,「如果沒有證據,他(賴清德)願意給我什麼交待?」 台灣新住民發展協會榮譽理事長徐春鶯今(5)日下午召開記者會,展示她的台灣身分證與護照,並強調她從未加入共產黨與共青團。","[{""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,c40955bb6ad5a81b59fd2fe47a2cba29,False,03_Lai_ltn_news,2023-11-05 15:24:11,"徐春鶯表示,她在台灣生活30年,持有台灣身分證23年,她與所有台灣人一樣,取得身分證後,就能申辦護照,她已是中華民國國民,應該遵守中華民國憲法,也應該享受中華民國給她的公民權益,最近媒體開始報導民眾黨的不分區立委名單中有她的名字,她才發現,其實在台灣的中國配偶沒有真正地被認同,「我滿心寒的」。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,17227,req_693bbe084af141bebd90e5acddb93d1d,merged_deduped.csv,merged_deduped.csv,L1-05,訴求新住民公民權益與被認同，屬平等正義,,L2-01|L2-02,中華民國國民、遵守中華民國憲法、公民權益→L2-01；在台中國配偶沒有真正被認同→L2-02,
_817762e5f4b1,_817762e5f4b1_u011,(編輯:張銘坤)1120511 正名後首次 西拉雅族跨地部落聯盟會議召開 台南西拉雅考古計畫 珍貴文物出土 西拉雅族釋憲 原民會:擬採身分證登記制 侯友宜不排斥侯習會 促賴清德說清贊成或反對台獨 賴清德:擴大國際合作 引領價值外交新時代,claim,"合議庭指出,萬淑娟等人固然無法透過這次釋憲的聲請,完成取得原住民身分的目標,但他們從98年申請平地原住民登記之日起,至憲法法庭去年10月底宣判日,這10餘年來的努力,迄今已因憲法判決而初見曙光,縱然法院依憲法判決意旨而判決萬等人敗訴,萬等人為平埔族正名運動的努力,不會因此而被抹滅。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}]",[],False,,49e52148a026c68f6b24c73e5e4d8eef,False,03_Lai_chinatimes_news,2023-05-11 18:20:00,"(編輯:張銘坤)1120511 正名後首次 西拉雅族跨地部落聯盟會議召開 台南西拉雅考古計畫 珍貴文物出土 西拉雅族釋憲 原民會:擬採身分證登記制 侯友宜不排斥侯習會 促賴清德說清贊成或反對台獨 賴清德:擴大國際合作 引領價值外交新時代 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4546703994274139,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,6567,req_2d23d23e8969407abef614f5bc064a8b,merged_deduped.csv,merged_deduped.csv,L1-05,平埔族正名與身分制度，屬社會正義,,L2-01|L2-03|L2-08,侯習會/台獨立場→主權與兩岸定位爭議→L2-01；擴大國際合作、價值外交→國際行動與定位→L2-01|L2-03|L2-08；價值外交新時代→民主價值→L2-08,
